#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FOS	MAFB	9606.ENSP00000306245	9606.ENSP00000362410	0	0	0	0	0.075	0.633	0	0.955	0.983
FOS	ATF3	9606.ENSP00000306245	9606.ENSP00000344352	0	0	0	0.757	0.470	0.353	0	0.984	0.994
FOS	MAF	9606.ENSP00000306245	9606.ENSP00000327048	0	0	0	0	0.044	0.753	0	0.995	0.998
FOS	JUN	9606.ENSP00000306245	9606.ENSP00000360266	0	0	0	0	0.690	0.999	0.900	0.999	0.999
IRF6	MAFB	9606.ENSP00000355988	9606.ENSP00000362410	0	0	0	0	0.049	0	0	0.804	0.806
IRF8	SPI1	9606.ENSP00000268638	9606.ENSP00000227163	0	0	0	0	0.484	0.635	0	0.998	0.999
IRF8	FOS	9606.ENSP00000268638	9606.ENSP00000306245	0	0	0	0	0.056	0.088	0	0.735	0.752
IRF8	MAFB	9606.ENSP00000268638	9606.ENSP00000362410	0	0	0	0	0.107	0	0	0.746	0.763
JUN	SPI1	9606.ENSP00000360266	9606.ENSP00000227163	0	0	0	0	0	0.301	0	0.990	0.993
JUN	EGR2	9606.ENSP00000360266	9606.ENSP00000242480	0	0	0	0	0.462	0.091	0.500	0.596	0.888
JUN	FOS	9606.ENSP00000360266	9606.ENSP00000306245	0	0	0	0	0.690	0.999	0.900	0.999	0.999
JUN	MAF	9606.ENSP00000360266	9606.ENSP00000327048	0	0	0	0	0.053	0.110	0	0.993	0.993
JUN	ATF3	9606.ENSP00000360266	9606.ENSP00000344352	0	0	0	0	0.550	0.931	0	0.995	0.999
JUN	NCOA6	9606.ENSP00000360266	9606.ENSP00000363929	0	0	0	0	0.042	0.292	0.500	0.225	0.702
JUN	ETS1	9606.ENSP00000360266	9606.ENSP00000376436	0	0	0	0	0.086	0.465	0	0.761	0.873
JUN	MAFB	9606.ENSP00000360266	9606.ENSP00000362410	0	0	0	0	0.077	0.132	0.900	0.905	0.991
KMT2C	MAFB	9606.ENSP00000262189	9606.ENSP00000362410	0	0	0	0	0.045	0.076	0.500	0.471	0.735
KMT2C	NCOA6	9606.ENSP00000262189	9606.ENSP00000363929	0	0	0	0	0.148	0.820	0.540	0.995	0.999
MAF	FOS	9606.ENSP00000327048	9606.ENSP00000306245	0	0	0	0	0.044	0.753	0	0.995	0.998
MAF	MAFB	9606.ENSP00000327048	9606.ENSP00000362410	0	0	0	0.941	0.127	0.549	0	0.409	0.746
MAF	BACH1	9606.ENSP00000327048	9606.ENSP00000382805	0	0	0	0	0.055	0.350	0	0.802	0.868
MAF	JUN	9606.ENSP00000327048	9606.ENSP00000360266	0	0	0	0	0.053	0.110	0	0.993	0.993
MAFB	SPI1	9606.ENSP00000362410	9606.ENSP00000227163	0	0	0	0	0.124	0	0	0.717	0.741
MAFB	EGR2	9606.ENSP00000362410	9606.ENSP00000242480	0	0	0	0	0.124	0.045	0.500	0.428	0.729
MAFB	KMT2C	9606.ENSP00000362410	9606.ENSP00000262189	0	0	0	0	0.045	0.076	0.500	0.471	0.735
MAFB	IRF8	9606.ENSP00000362410	9606.ENSP00000268638	0	0	0	0	0.107	0	0	0.746	0.763
MAFB	DEPTOR	9606.ENSP00000362410	9606.ENSP00000286234	0	0	0	0	0.042	0.045	0	0.708	0.709
MAFB	NKX6-1	9606.ENSP00000362410	9606.ENSP00000295886	0	0	0	0	0	0	0	0.813	0.813
MAFB	FOS	9606.ENSP00000362410	9606.ENSP00000306245	0	0	0	0	0.075	0.633	0	0.955	0.983
MAFB	MAF	9606.ENSP00000362410	9606.ENSP00000327048	0	0	0	0.941	0.127	0.549	0	0.409	0.746
MAFB	ATF3	9606.ENSP00000362410	9606.ENSP00000344352	0	0	0	0	0.063	0.357	0	0.618	0.750
MAFB	IRF6	9606.ENSP00000362410	9606.ENSP00000355988	0	0	0	0	0.049	0	0	0.804	0.806
MAFB	JUN	9606.ENSP00000362410	9606.ENSP00000360266	0	0	0	0	0.077	0.132	0.900	0.905	0.991
MAFB	CCND3	9606.ENSP00000362410	9606.ENSP00000362082	0	0	0	0	0.055	0	0	0.747	0.750
MAFB	WNT5B	9606.ENSP00000362410	9606.ENSP00000380379	0	0	0	0	0.055	0	0	0.707	0.711
MAFB	NCOA6	9606.ENSP00000362410	9606.ENSP00000363929	0	0	0	0	0.044	0.297	0.500	0.373	0.761
MAFB	BACH1	9606.ENSP00000362410	9606.ENSP00000382805	0	0	0	0	0.063	0.741	0	0.114	0.766
MAFB	CTCF	9606.ENSP00000362410	9606.ENSP00000494538	0	0	0	0	0	0.045	0.800	0.311	0.857
MAFB	ETS1	9606.ENSP00000362410	9606.ENSP00000376436	0	0	0	0	0	0	0	0.870	0.870
NCOA6	KMT2C	9606.ENSP00000363929	9606.ENSP00000262189	0	0	0	0	0.148	0.820	0.540	0.995	0.999
NCOA6	JUN	9606.ENSP00000363929	9606.ENSP00000360266	0	0	0	0	0.042	0.292	0.500	0.225	0.702
NCOA6	MAFB	9606.ENSP00000363929	9606.ENSP00000362410	0	0	0	0	0.044	0.297	0.500	0.373	0.761
NKX6-1	MAFB	9606.ENSP00000295886	9606.ENSP00000362410	0	0	0	0	0	0	0	0.813	0.813
SPI1	MAFB	9606.ENSP00000227163	9606.ENSP00000362410	0	0	0	0	0.124	0	0	0.717	0.741
SPI1	FOS	9606.ENSP00000227163	9606.ENSP00000306245	0	0	0	0	0.074	0.292	0	0.965	0.975
SPI1	JUN	9606.ENSP00000227163	9606.ENSP00000360266	0	0	0	0	0	0.301	0	0.990	0.993
SPI1	IRF8	9606.ENSP00000227163	9606.ENSP00000268638	0	0	0	0	0.484	0.635	0	0.998	0.999
WNT5B	MAFB	9606.ENSP00000380379	9606.ENSP00000362410	0	0	0	0	0.055	0	0	0.707	0.711
