#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDK6	FOXO3	9606.ENSP00000265734	9606.ENSP00000339527	0	0	0	0	0	0.229	0	0.754	0.802
CDK6	CBFB	9606.ENSP00000265734	9606.ENSP00000415151	0	0	0	0	0.067	0	0.700	0.415	0.821
CDK6	RUNX1	9606.ENSP00000265734	9606.ENSP00000300305	0	0	0	0	0.082	0.603	0.700	0.433	0.929
CEBPA	SPI1	9606.ENSP00000427514	9606.ENSP00000227163	0	0	0	0	0.207	0.516	0.500	0.957	0.990
CEBPA	RARA	9606.ENSP00000427514	9606.ENSP00000254066	0	0	0	0	0.080	0.294	0.500	0.752	0.909
CEBPA	CREBBP	9606.ENSP00000427514	9606.ENSP00000262367	0	0	0	0	0	0.091	0.500	0.416	0.711
CEBPA	EP300	9606.ENSP00000427514	9606.ENSP00000263253	0	0	0	0	0.060	0.094	0.500	0.797	0.902
CEBPA	LEF1	9606.ENSP00000427514	9606.ENSP00000265165	0	0	0	0	0	0.107	0.500	0.716	0.862
CEBPA	TAL1	9606.ENSP00000427514	9606.ENSP00000294339	0	0	0	0	0.086	0	0.500	0.640	0.821
CEBPA	RUNX1	9606.ENSP00000427514	9606.ENSP00000300305	0	0	0	0	0	0.328	0.900	0.925	0.994
CEBPA	CEBPB	9606.ENSP00000427514	9606.ENSP00000305422	0	0	0	0.745	0.153	0.623	0.540	0.942	0.990
CEBPA	MYB	9606.ENSP00000427514	9606.ENSP00000339992	0	0	0	0	0.042	0	0.500	0.480	0.729
CEBPA	GATA2	9606.ENSP00000427514	9606.ENSP00000345681	0	0	0	0	0.080	0.091	0.500	0.871	0.939
CEBPA	RUNX2	9606.ENSP00000427514	9606.ENSP00000360493	0	0	0	0	0	0.091	0	0.755	0.767
CEBPA	HDAC1	9606.ENSP00000427514	9606.ENSP00000362649	0	0	0	0	0.048	0.636	0	0.838	0.939
CEBPA	GATA1	9606.ENSP00000427514	9606.ENSP00000365858	0	0	0	0	0.086	0.091	0	0.812	0.830
CEBPA	GATA3	9606.ENSP00000427514	9606.ENSP00000368632	0	0	0	0	0	0.091	0	0.701	0.716
CEBPA	ETS1	9606.ENSP00000427514	9606.ENSP00000376436	0	0	0	0	0.055	0.046	0	0.802	0.806
CEBPA	ETV6	9606.ENSP00000427514	9606.ENSP00000379658	0	0	0	0	0.048	0.051	0	0.714	0.719
CEBPA	RUNX1T1	9606.ENSP00000427514	9606.ENSP00000402257	0	0	0	0	0.056	0.067	0.900	0.611	0.961
CEBPA	HIF1A	9606.ENSP00000427514	9606.ENSP00000437955	0	0	0	0	0.067	0.469	0	0.677	0.826
CEBPB	SPI1	9606.ENSP00000305422	9606.ENSP00000227163	0	0	0	0	0.089	0.301	0	0.792	0.856
CEBPB	CREBBP	9606.ENSP00000305422	9606.ENSP00000262367	0	0	0	0	0.050	0.328	0.500	0.669	0.880
CEBPB	EP300	9606.ENSP00000305422	9606.ENSP00000263253	0	0	0	0	0.053	0.748	0.500	0.976	0.996
CEBPB	RUNX1	9606.ENSP00000305422	9606.ENSP00000300305	0	0	0	0	0.062	0.859	0	0.807	0.972
CEBPB	GATA3	9606.ENSP00000305422	9606.ENSP00000368632	0	0	0	0	0	0.091	0	0.692	0.708
CEBPB	GATA2	9606.ENSP00000305422	9606.ENSP00000345681	0	0	0	0	0.062	0.091	0	0.697	0.719
CEBPB	CBFB	9606.ENSP00000305422	9606.ENSP00000415151	0	0	0	0	0	0.507	0	0.466	0.725
CEBPB	RUNX2	9606.ENSP00000305422	9606.ENSP00000360493	0	0	0	0	0.060	0.092	0	0.939	0.944
CEBPB	MYB	9606.ENSP00000305422	9606.ENSP00000339992	0	0	0	0	0	0.893	0	0.823	0.980
CEBPB	CEBPA	9606.ENSP00000305422	9606.ENSP00000427514	0	0	0	0.745	0.153	0.623	0.540	0.942	0.990
CEBPB	HDAC1	9606.ENSP00000305422	9606.ENSP00000362649	0	0	0	0	0.048	0.547	0	0.981	0.991
CREBBP	RARA	9606.ENSP00000262367	9606.ENSP00000254066	0	0	0	0	0.075	0.533	0	0.763	0.889
CREBBP	CEBPA	9606.ENSP00000262367	9606.ENSP00000427514	0	0	0	0	0	0.091	0.500	0.416	0.711
CREBBP	PRMT1	9606.ENSP00000262367	9606.ENSP00000406162	0	0	0	0	0.056	0.071	0	0.768	0.778
CREBBP	RUNX2	9606.ENSP00000262367	9606.ENSP00000360493	0	0	0	0	0.047	0.294	0	0.703	0.783
CREBBP	SIN3A	9606.ENSP00000262367	9606.ENSP00000378402	0	0	0	0	0.251	0.099	0.500	0.452	0.790
CREBBP	GATA3	9606.ENSP00000262367	9606.ENSP00000368632	0	0	0	0	0	0.346	0	0.707	0.801
CREBBP	CTBP1	9606.ENSP00000262367	9606.ENSP00000290921	0	0	0	0	0.056	0.686	0	0.441	0.820
CREBBP	PML	9606.ENSP00000262367	9606.ENSP00000268058	0	0	0	0	0.060	0.783	0	0.230	0.829
CREBBP	CEBPB	9606.ENSP00000262367	9606.ENSP00000305422	0	0	0	0	0.050	0.328	0.500	0.669	0.880
CREBBP	ETS1	9606.ENSP00000262367	9606.ENSP00000376436	0	0	0	0	0.059	0.753	0	0.587	0.895
CREBBP	TCF3	9606.ENSP00000262367	9606.ENSP00000262965	0	0	0	0	0.059	0.822	0	0.547	0.917
CREBBP	HDAC2	9606.ENSP00000262367	9606.ENSP00000430432	0	0	0	0	0.057	0.537	0.500	0.735	0.934
CREBBP	TCF12	9606.ENSP00000262367	9606.ENSP00000388940	0	0	0	0	0.044	0.927	0	0.158	0.937
CREBBP	KAT6A	9606.ENSP00000262367	9606.ENSP00000265713	0	0	0	0	0.322	0.510	0	0.833	0.939
CREBBP	SRC	9606.ENSP00000262367	9606.ENSP00000362680	0	0	0	0	0.064	0.513	0	0.879	0.940
CREBBP	HDAC1	9606.ENSP00000262367	9606.ENSP00000362649	0	0	0	0	0.099	0.537	0.500	0.833	0.960
CREBBP	LEF1	9606.ENSP00000262367	9606.ENSP00000265165	0	0	0	0	0.045	0.125	0.900	0.594	0.961
CREBBP	RUNX1	9606.ENSP00000262367	9606.ENSP00000300305	0	0	0	0	0	0.512	0.500	0.916	0.977
CREBBP	FOXO3	9606.ENSP00000262367	9606.ENSP00000339527	0	0	0	0	0.161	0.971	0.500	0.627	0.995
CREBBP	MYB	9606.ENSP00000262367	9606.ENSP00000339992	0	0	0	0	0.059	0.984	0	0.954	0.999
CREBBP	HIF1A	9606.ENSP00000262367	9606.ENSP00000437955	0	0	0	0	0.061	0.991	0.900	0.990	0.999
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0.062	0.956	0.839	0.782	0.900	0.983	0.999
CSF1R	SPI1	9606.ENSP00000286301	9606.ENSP00000227163	0	0	0	0	0.509	0	0.900	0.858	0.992
CSF1R	SRC	9606.ENSP00000286301	9606.ENSP00000362680	0	0	0	0.684	0.104	0.357	0.500	0.488	0.833
CSF1R	IL3	9606.ENSP00000286301	9606.ENSP00000296870	0	0	0	0	0.051	0	0	0.838	0.839
CSF1R	PTPN11	9606.ENSP00000286301	9606.ENSP00000489597	0	0	0	0	0.140	0.051	0.500	0.693	0.858
CSF1R	CSF2	9606.ENSP00000286301	9606.ENSP00000296871	0	0	0	0	0	0	0	0.974	0.974
CSF1R	RUNX1	9606.ENSP00000286301	9606.ENSP00000300305	0	0	0	0	0.090	0.423	0.900	0.728	0.983
CSF2	SPI1	9606.ENSP00000296871	9606.ENSP00000227163	0	0	0	0	0	0	0	0.733	0.733
CSF2	CSF1R	9606.ENSP00000296871	9606.ENSP00000286301	0	0	0	0	0	0	0	0.974	0.974
CSF2	IL3	9606.ENSP00000296871	9606.ENSP00000296870	0	0	0	0	0.202	0	0.400	0.998	0.998
CSF2	PTPN11	9606.ENSP00000296871	9606.ENSP00000489597	0	0	0	0	0	0	0.500	0.447	0.711
CSF2	FOXP3	9606.ENSP00000296871	9606.ENSP00000365380	0	0	0	0	0.054	0	0	0.739	0.743
CSF2	RUNX1	9606.ENSP00000296871	9606.ENSP00000300305	0	0	0	0	0.056	0	0.900	0.434	0.941
CTBP1	CREBBP	9606.ENSP00000290921	9606.ENSP00000262367	0	0	0	0	0.056	0.686	0	0.441	0.820
CTBP1	EP300	9606.ENSP00000290921	9606.ENSP00000263253	0	0	0	0	0.088	0.704	0	0.846	0.955
CTBP1	MECOM	9606.ENSP00000290921	9606.ENSP00000264674	0	0	0	0	0	0.726	0.900	0.816	0.994
CTBP1	LEF1	9606.ENSP00000290921	9606.ENSP00000265165	0	0	0	0	0	0	0.900	0.627	0.961
CTBP1	IKZF1	9606.ENSP00000290921	9606.ENSP00000331614	0	0	0	0	0	0.726	0	0.745	0.927
CTBP1	RUNX1	9606.ENSP00000290921	9606.ENSP00000300305	0	0	0	0	0	0.313	0.900	0.649	0.973
CTBP1	CTBP2	9606.ENSP00000290921	9606.ENSP00000311825	0	0	0.050	0.980	0.070	0.895	0.900	0.974	0.999
CTBP1	HDAC2	9606.ENSP00000290921	9606.ENSP00000430432	0	0	0	0	0.067	0.811	0.800	0.990	0.999
CTBP1	HDAC1	9606.ENSP00000290921	9606.ENSP00000362649	0	0	0	0	0.067	0.837	0.800	0.994	0.999
CTBP2	EP300	9606.ENSP00000311825	9606.ENSP00000263253	0	0	0	0	0.049	0.652	0	0.861	0.950
CTBP2	MECOM	9606.ENSP00000311825	9606.ENSP00000264674	0	0	0	0	0.055	0.070	0.900	0.580	0.958
CTBP2	LEF1	9606.ENSP00000311825	9606.ENSP00000265165	0	0	0	0	0	0	0.900	0.559	0.954
CTBP2	CTBP1	9606.ENSP00000311825	9606.ENSP00000290921	0	0	0.050	0.980	0.070	0.895	0.900	0.974	0.999
CTBP2	RUNX1	9606.ENSP00000311825	9606.ENSP00000300305	0	0	0	0	0	0.344	0.900	0.194	0.942
CTBP2	HDAC1	9606.ENSP00000311825	9606.ENSP00000362649	0	0	0	0	0.068	0.331	0.800	0.816	0.974
CTBP2	HDAC2	9606.ENSP00000311825	9606.ENSP00000430432	0	0	0	0	0.056	0.509	0.800	0.815	0.980
EP300	SPI1	9606.ENSP00000263253	9606.ENSP00000227163	0	0	0	0	0.063	0.107	0.800	0.717	0.946
EP300	RARA	9606.ENSP00000263253	9606.ENSP00000254066	0	0	0	0	0.049	0.533	0	0.757	0.883
EP300	CREBBP	9606.ENSP00000263253	9606.ENSP00000262367	0	0	0.062	0.956	0.839	0.782	0.900	0.983	0.999
EP300	TCF3	9606.ENSP00000263253	9606.ENSP00000262965	0	0	0	0	0.062	0.668	0	0.826	0.941
EP300	GATA2	9606.ENSP00000263253	9606.ENSP00000345681	0	0	0	0	0	0.328	0	0.666	0.766
EP300	CBFB	9606.ENSP00000263253	9606.ENSP00000415151	0	0	0	0	0.049	0	0.500	0.614	0.800
EP300	SIN3A	9606.ENSP00000263253	9606.ENSP00000378402	0	0	0	0	0.227	0.095	0.500	0.537	0.816
EP300	PML	9606.ENSP00000263253	9606.ENSP00000268058	0	0	0	0	0.060	0	0.800	0.276	0.852
EP300	LYL1	9606.ENSP00000263253	9606.ENSP00000264824	0	0	0	0	0	0	0.800	0.382	0.871
EP300	RUNX2	9606.ENSP00000263253	9606.ENSP00000360493	0	0	0	0	0.042	0.627	0	0.704	0.885
EP300	TAL1	9606.ENSP00000263253	9606.ENSP00000294339	0	0	0	0	0	0.625	0	0.717	0.889
EP300	FOXP3	9606.ENSP00000263253	9606.ENSP00000365380	0	0	0	0	0	0.516	0	0.785	0.891
EP300	CEBPA	9606.ENSP00000263253	9606.ENSP00000427514	0	0	0	0	0.060	0.094	0.500	0.797	0.902
EP300	TCF12	9606.ENSP00000263253	9606.ENSP00000388940	0	0	0	0	0.060	0.396	0.800	0.321	0.912
EP300	HDAC2	9606.ENSP00000263253	9606.ENSP00000430432	0	0	0	0	0.049	0.210	0.500	0.870	0.944
EP300	RUNX3	9606.ENSP00000263253	9606.ENSP00000382800	0	0	0	0	0.044	0.513	0.500	0.802	0.948
EP300	CTBP2	9606.ENSP00000263253	9606.ENSP00000311825	0	0	0	0	0.049	0.652	0	0.861	0.950
EP300	ETS1	9606.ENSP00000263253	9606.ENSP00000376436	0	0	0	0	0.052	0.481	0	0.914	0.954
EP300	CTBP1	9606.ENSP00000263253	9606.ENSP00000290921	0	0	0	0	0.088	0.704	0	0.846	0.955
EP300	KAT6A	9606.ENSP00000263253	9606.ENSP00000265713	0	0	0	0	0.647	0.292	0.500	0.695	0.956
EP300	SRC	9606.ENSP00000263253	9606.ENSP00000362680	0	0	0	0	0.064	0.299	0	0.942	0.959
EP300	GATA3	9606.ENSP00000263253	9606.ENSP00000368632	0	0	0	0	0	0.101	0.800	0.794	0.959
EP300	LEF1	9606.ENSP00000263253	9606.ENSP00000265165	0	0	0	0	0	0.354	0.900	0.738	0.981
EP300	GATA1	9606.ENSP00000263253	9606.ENSP00000365858	0	0	0	0	0	0.537	0.500	0.939	0.984
EP300	RUNX1	9606.ENSP00000263253	9606.ENSP00000300305	0	0	0	0	0	0.513	0.500	0.960	0.989
EP300	FOXO3	9606.ENSP00000263253	9606.ENSP00000339527	0	0	0	0	0.143	0.666	0.700	0.909	0.991
EP300	PRMT1	9606.ENSP00000263253	9606.ENSP00000406162	0	0	0	0	0.044	0.606	0.800	0.934	0.994
EP300	CEBPB	9606.ENSP00000263253	9606.ENSP00000305422	0	0	0	0	0.053	0.748	0.500	0.976	0.996
EP300	MYB	9606.ENSP00000263253	9606.ENSP00000339992	0	0	0	0	0.059	0.828	0	0.981	0.996
EP300	HIF1A	9606.ENSP00000263253	9606.ENSP00000437955	0	0	0	0	0.082	0.999	0.900	0.996	0.999
EP300	HDAC1	9606.ENSP00000263253	9606.ENSP00000362649	0	0	0	0	0.049	0.806	0.500	0.995	0.999
ETS1	TBX21	9606.ENSP00000376436	9606.ENSP00000177694	0	0	0	0	0.137	0.045	0	0.862	0.876
ETS1	CREBBP	9606.ENSP00000376436	9606.ENSP00000262367	0	0	0	0	0.059	0.753	0	0.587	0.895
ETS1	EP300	9606.ENSP00000376436	9606.ENSP00000263253	0	0	0	0	0.052	0.481	0	0.914	0.954
ETS1	LEF1	9606.ENSP00000376436	9606.ENSP00000265165	0	0	0	0	0.190	0	0	0.704	0.750
ETS1	TAL1	9606.ENSP00000376436	9606.ENSP00000294339	0	0	0	0	0	0.294	0	0.713	0.789
ETS1	RUNX1	9606.ENSP00000376436	9606.ENSP00000300305	0	0	0	0	0.115	0.928	0	0.992	0.999
ETS1	IKZF1	9606.ENSP00000376436	9606.ENSP00000331614	0	0	0	0	0.158	0.058	0	0.700	0.741
ETS1	GATA2	9606.ENSP00000376436	9606.ENSP00000345681	0	0	0	0	0.074	0	0	0.720	0.729
ETS1	PAX5	9606.ENSP00000376436	9606.ENSP00000350844	0	0	0	0	0.087	0.922	0	0.958	0.996
ETS1	RUNX2	9606.ENSP00000376436	9606.ENSP00000360493	0	0	0	0	0.092	0.492	0	0.625	0.812
ETS1	GATA1	9606.ENSP00000376436	9606.ENSP00000365858	0	0	0	0	0.055	0	0	0.831	0.833
ETS1	GATA3	9606.ENSP00000376436	9606.ENSP00000368632	0	0	0	0	0.096	0	0	0.901	0.907
ETS1	CEBPA	9606.ENSP00000376436	9606.ENSP00000427514	0	0	0	0	0.055	0.046	0	0.802	0.806
ETS1	CBFB	9606.ENSP00000376436	9606.ENSP00000415151	0	0	0	0	0.083	0.537	0	0.622	0.825
ETV6	RUNX1	9606.ENSP00000379658	9606.ENSP00000300305	0	0	0	0	0.101	0.060	0	0.982	0.983
ETV6	IKZF1	9606.ENSP00000379658	9606.ENSP00000331614	0	0	0	0	0.076	0.068	0	0.827	0.838
ETV6	PAX5	9606.ENSP00000379658	9606.ENSP00000350844	0	0	0	0	0	0	0	0.720	0.720
ETV6	CEBPA	9606.ENSP00000379658	9606.ENSP00000427514	0	0	0	0	0.048	0.051	0	0.714	0.719
FLI1	SPI1	9606.ENSP00000433488	9606.ENSP00000227163	0	0	0	0.593	0.175	0	0.800	0.153	0.848
FLI1	TAL1	9606.ENSP00000433488	9606.ENSP00000294339	0	0	0	0	0.084	0.045	0.800	0.553	0.911
FLI1	RUNX1	9606.ENSP00000433488	9606.ENSP00000300305	0	0	0	0	0.078	0.236	0.800	0.505	0.921
FLI1	MYB	9606.ENSP00000433488	9606.ENSP00000339992	0	0	0	0	0	0	0.800	0.253	0.844
FLI1	GATA2	9606.ENSP00000433488	9606.ENSP00000345681	0	0	0	0	0.056	0	0.800	0.650	0.928
FLI1	RUNX2	9606.ENSP00000433488	9606.ENSP00000360493	0	0	0	0	0.073	0.840	0	0.064	0.849
FLI1	GATA1	9606.ENSP00000433488	9606.ENSP00000365858	0	0	0	0	0.055	0.625	0	0.391	0.765
FLI1	CBFB	9606.ENSP00000433488	9606.ENSP00000415151	0	0	0	0	0.082	0.809	0	0.136	0.835
FOXO3	CREBBP	9606.ENSP00000339527	9606.ENSP00000262367	0	0	0	0	0.161	0.971	0.500	0.627	0.995
FOXO3	EP300	9606.ENSP00000339527	9606.ENSP00000263253	0	0	0	0	0.143	0.666	0.700	0.909	0.991
FOXO3	CDK6	9606.ENSP00000339527	9606.ENSP00000265734	0	0	0	0	0	0.229	0	0.754	0.802
FOXO3	RUNX1	9606.ENSP00000339527	9606.ENSP00000300305	0	0	0	0	0	0	0	0.908	0.908
FOXO3	RUNX3	9606.ENSP00000339527	9606.ENSP00000382800	0	0	0	0	0	0	0.500	0.576	0.779
FOXO3	PRMT1	9606.ENSP00000339527	9606.ENSP00000406162	0	0	0	0	0	0.073	0.900	0.295	0.928
FOXO3	HIF1A	9606.ENSP00000339527	9606.ENSP00000437955	0	0	0	0	0.049	0.311	0.400	0.995	0.997
FOXP3	TBX21	9606.ENSP00000365380	9606.ENSP00000177694	0	0	0	0	0.085	0	0	0.931	0.934
FOXP3	EP300	9606.ENSP00000365380	9606.ENSP00000263253	0	0	0	0	0	0.516	0	0.785	0.891
FOXP3	CSF2	9606.ENSP00000365380	9606.ENSP00000296871	0	0	0	0	0.054	0	0	0.739	0.743
FOXP3	RUNX1	9606.ENSP00000365380	9606.ENSP00000300305	0	0	0	0	0.047	0.332	0.900	0.989	0.999
FOXP3	IKZF1	9606.ENSP00000365380	9606.ENSP00000331614	0	0	0	0	0.085	0.095	0	0.686	0.717
FOXP3	HDAC1	9606.ENSP00000365380	9606.ENSP00000362649	0	0	0	0	0	0.528	0	0.815	0.909
FOXP3	GATA3	9606.ENSP00000365380	9606.ENSP00000368632	0	0	0	0	0.049	0.345	0	0.850	0.898
FOXP3	CBFB	9606.ENSP00000365380	9606.ENSP00000415151	0	0	0	0	0	0.095	0.700	0.725	0.918
FOXP3	HIF1A	9606.ENSP00000365380	9606.ENSP00000437955	0	0	0	0	0	0	0	0.988	0.988
GATA1	SPI1	9606.ENSP00000365858	9606.ENSP00000227163	0	0	0	0	0.084	0.512	0	0.992	0.996
GATA1	LMO2	9606.ENSP00000365858	9606.ENSP00000257818	0	0	0	0	0.073	0.929	0.500	0.996	0.999
GATA1	TCF3	9606.ENSP00000365858	9606.ENSP00000262965	0	0	0	0	0.069	0	0.500	0.991	0.995
GATA1	EP300	9606.ENSP00000365858	9606.ENSP00000263253	0	0	0	0	0	0.537	0.500	0.939	0.984
GATA1	LYL1	9606.ENSP00000365858	9606.ENSP00000264824	0	0	0	0	0.272	0.064	0	0.721	0.793
GATA1	CBFA2T3	9606.ENSP00000365858	9606.ENSP00000268679	0	0	0	0	0.086	0.060	0	0.945	0.949
GATA1	TAL1	9606.ENSP00000365858	9606.ENSP00000294339	0	0	0	0	0.313	0.520	0.500	0.998	0.999
GATA1	RUNX1	9606.ENSP00000365858	9606.ENSP00000300305	0	0	0	0	0	0.132	0.500	0.978	0.989
GATA1	IKZF1	9606.ENSP00000365858	9606.ENSP00000331614	0	0	0	0	0.121	0.328	0	0.906	0.939
GATA1	MYB	9606.ENSP00000365858	9606.ENSP00000339992	0	0	0	0	0.139	0.048	0.500	0.806	0.910
GATA1	GATA2	9606.ENSP00000365858	9606.ENSP00000345681	0	0	0	0.843	0.109	0	0	0.974	0.976
GATA1	HDAC1	9606.ENSP00000365858	9606.ENSP00000362649	0	0	0	0	0.067	0.357	0.500	0.671	0.888
GATA1	PRMT1	9606.ENSP00000365858	9606.ENSP00000406162	0	0	0	0	0.045	0.078	0.500	0.505	0.753
GATA1	FLI1	9606.ENSP00000365858	9606.ENSP00000433488	0	0	0	0	0.055	0.625	0	0.391	0.765
GATA1	GATA3	9606.ENSP00000365858	9606.ENSP00000368632	0	0	0.078	0.836	0.086	0	0.500	0.571	0.795
GATA1	SIN3A	9606.ENSP00000365858	9606.ENSP00000378402	0	0	0	0	0	0.171	0.500	0.566	0.804
GATA1	CEBPA	9606.ENSP00000365858	9606.ENSP00000427514	0	0	0	0	0.086	0.091	0	0.812	0.830
GATA1	ETS1	9606.ENSP00000365858	9606.ENSP00000376436	0	0	0	0	0.055	0	0	0.831	0.833
GATA1	CBFB	9606.ENSP00000365858	9606.ENSP00000415151	0	0	0	0	0	0	0.500	0.759	0.874
GATA1	LDB1	9606.ENSP00000365858	9606.ENSP00000501277	0	0	0	0	0.043	0.127	0.500	0.996	0.998
GATA2	SPI1	9606.ENSP00000345681	9606.ENSP00000227163	0	0	0	0	0	0.627	0.800	0.916	0.993
GATA2	LMO2	9606.ENSP00000345681	9606.ENSP00000257818	0	0	0	0	0	0.329	0.500	0.994	0.997
GATA2	TCF3	9606.ENSP00000345681	9606.ENSP00000262965	0	0	0	0	0.055	0.230	0.500	0.665	0.861
GATA2	EP300	9606.ENSP00000345681	9606.ENSP00000263253	0	0	0	0	0	0.328	0	0.666	0.766
GATA2	LYL1	9606.ENSP00000345681	9606.ENSP00000264824	0	0	0	0	0.080	0.064	0	0.887	0.894
GATA2	TAL1	9606.ENSP00000345681	9606.ENSP00000294339	0	0	0	0	0.121	0.248	0.800	0.997	0.999
GATA2	RUNX1	9606.ENSP00000345681	9606.ENSP00000300305	0	0	0	0	0.047	0.125	0.800	0.981	0.996
GATA2	CEBPB	9606.ENSP00000345681	9606.ENSP00000305422	0	0	0	0	0.062	0.091	0	0.697	0.719
GATA2	MYB	9606.ENSP00000345681	9606.ENSP00000339992	0	0	0	0	0.080	0.048	0.800	0.724	0.945
GATA2	ETS1	9606.ENSP00000345681	9606.ENSP00000376436	0	0	0	0	0.074	0	0	0.720	0.729
GATA2	TCF12	9606.ENSP00000345681	9606.ENSP00000388940	0	0	0	0	0.048	0	0.500	0.499	0.740
