#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD14	ITGAM	9606.ENSP00000385519	9606.ENSP00000496959	0	0	0	0	0.338	0	0.500	0.308	0.750
CEBPA	CEBPE	9606.ENSP00000427514	9606.ENSP00000206513	0	0	0	0.835	0.107	0.496	0.750	0.168	0.893
CEBPA	SPI1	9606.ENSP00000427514	9606.ENSP00000227163	0	0	0	0	0.207	0.516	0.500	0.957	0.990
CEBPA	FLT3	9606.ENSP00000427514	9606.ENSP00000241453	0	0	0	0	0.085	0.046	0.900	0.812	0.981
CEBPA	RARA	9606.ENSP00000427514	9606.ENSP00000254066	0	0	0	0	0.080	0.294	0.500	0.752	0.909
CEBPA	EP300	9606.ENSP00000427514	9606.ENSP00000263253	0	0	0	0	0.060	0.094	0.500	0.797	0.902
CEBPA	DNMT3A	9606.ENSP00000427514	9606.ENSP00000264709	0	0	0	0	0.051	0	0	0.716	0.718
CEBPA	TAL1	9606.ENSP00000427514	9606.ENSP00000294339	0	0	0	0	0.086	0	0.500	0.640	0.821
CEBPA	GFI1	9606.ENSP00000427514	9606.ENSP00000294702	0	0	0	0	0.083	0.091	0.750	0.573	0.899
CEBPA	RUNX1	9606.ENSP00000427514	9606.ENSP00000300305	0	0	0	0	0	0.328	0.900	0.925	0.994
CEBPA	CEBPB	9606.ENSP00000427514	9606.ENSP00000305422	0	0	0	0.745	0.153	0.623	0.540	0.942	0.990
CEBPA	FOS	9606.ENSP00000427514	9606.ENSP00000306245	0	0	0	0	0.073	0.275	0	0.806	0.859
CEBPA	MYB	9606.ENSP00000427514	9606.ENSP00000339992	0	0	0	0	0.042	0	0.500	0.480	0.729
CEBPA	GATA2	9606.ENSP00000427514	9606.ENSP00000345681	0	0	0	0	0.080	0.091	0.500	0.871	0.939
CEBPA	JUN	9606.ENSP00000427514	9606.ENSP00000360266	0	0	0	0	0	0.331	0	0.837	0.886
CEBPA	CSF3R	9606.ENSP00000427514	9606.ENSP00000362195	0	0	0	0	0.147	0.045	0.500	0.862	0.936
CEBPA	HDAC1	9606.ENSP00000427514	9606.ENSP00000362649	0	0	0	0	0.048	0.636	0	0.838	0.939
CEBPA	GATA1	9606.ENSP00000427514	9606.ENSP00000365858	0	0	0	0	0.086	0.091	0	0.812	0.830
CEBPA	GATA3	9606.ENSP00000427514	9606.ENSP00000368632	0	0	0	0	0	0.091	0	0.701	0.716
CEBPA	TNF	9606.ENSP00000427514	9606.ENSP00000398698	0	0	0	0	0.071	0	0.750	0.709	0.926
CEBPA	RUNX1T1	9606.ENSP00000427514	9606.ENSP00000402257	0	0	0	0	0.056	0.067	0.900	0.611	0.961
CEBPA	TET2	9606.ENSP00000427514	9606.ENSP00000442788	0	0	0	0	0	0	0	0.718	0.718
CEBPB	SPI1	9606.ENSP00000305422	9606.ENSP00000227163	0	0	0	0	0.089	0.301	0	0.792	0.856
CEBPB	IRF1	9606.ENSP00000305422	9606.ENSP00000245414	0	0	0	0	0.187	0.047	0	0.669	0.721
CEBPB	EP300	9606.ENSP00000305422	9606.ENSP00000263253	0	0	0	0	0.053	0.748	0.500	0.976	0.996
CEBPB	SRF	9606.ENSP00000305422	9606.ENSP00000265354	0	0	0	0	0.079	0.510	0	0.581	0.794
CEBPB	IRF8	9606.ENSP00000305422	9606.ENSP00000268638	0	0	0	0	0.105	0.047	0	0.687	0.709
CEBPB	RUNX1	9606.ENSP00000305422	9606.ENSP00000300305	0	0	0	0	0.062	0.859	0	0.807	0.972
CEBPB	GATA3	9606.ENSP00000305422	9606.ENSP00000368632	0	0	0	0	0	0.091	0	0.692	0.708
CEBPB	GATA2	9606.ENSP00000305422	9606.ENSP00000345681	0	0	0	0	0.062	0.091	0	0.697	0.719
CEBPB	IRF4	9606.ENSP00000305422	9606.ENSP00000370343	0	0	0	0	0.087	0.047	0	0.732	0.747
CEBPB	TNF	9606.ENSP00000305422	9606.ENSP00000398698	0	0	0	0	0.075	0	0	0.752	0.760
CEBPB	FOS	9606.ENSP00000305422	9606.ENSP00000306245	0	0	0	0	0.208	0.102	0	0.766	0.819
CEBPB	JUN	9606.ENSP00000305422	9606.ENSP00000360266	0	0	0	0	0.153	0.210	0	0.899	0.927
CEBPB	MYB	9606.ENSP00000305422	9606.ENSP00000339992	0	0	0	0	0	0.893	0	0.823	0.980
CEBPB	CEBPA	9606.ENSP00000305422	9606.ENSP00000427514	0	0	0	0.745	0.153	0.623	0.540	0.942	0.990
CEBPB	HDAC1	9606.ENSP00000305422	9606.ENSP00000362649	0	0	0	0	0.048	0.547	0	0.981	0.991
CEBPE	CENPV	9606.ENSP00000206513	9606.ENSP00000299736	0	0	0	0	0	0	0	0.785	0.785
CEBPE	GATA1	9606.ENSP00000206513	9606.ENSP00000365858	0	0	0	0	0.178	0.328	0	0.720	0.832
CEBPE	RARA	9606.ENSP00000206513	9606.ENSP00000254066	0	0	0	0	0.057	0.045	0.750	0.465	0.863
CEBPE	SPI1	9606.ENSP00000206513	9606.ENSP00000227163	0	0	0	0	0.226	0.054	0.400	0.784	0.892
CEBPE	CEBPA	9606.ENSP00000206513	9606.ENSP00000427514	0	0	0	0.835	0.107	0.496	0.750	0.168	0.893
CENPV	CEBPE	9606.ENSP00000299736	9606.ENSP00000206513	0	0	0	0	0	0	0	0.785	0.785
CENPV	SPI1	9606.ENSP00000299736	9606.ENSP00000227163	0	0	0	0	0	0	0	0.880	0.880
CSF1R	SPI1	9606.ENSP00000286301	9606.ENSP00000227163	0	0	0	0	0.509	0	0.900	0.858	0.992
CSF1R	TYROBP	9606.ENSP00000286301	9606.ENSP00000262629	0	0	0	0	0.806	0	0	0.816	0.962
CSF1R	IRF8	9606.ENSP00000286301	9606.ENSP00000268638	0	0	0	0	0.298	0.045	0	0.621	0.723
CSF1R	FOS	9606.ENSP00000286301	9606.ENSP00000306245	0	0	0	0	0.067	0	0	0.694	0.703
CSF1R	FCGR1A	9606.ENSP00000286301	9606.ENSP00000358165	0	0	0	0	0.296	0.045	0	0.606	0.712
CSF1R	CD14	9606.ENSP00000286301	9606.ENSP00000385519	0	0	0	0	0.767	0	0	0.192	0.803
CSF1R	CSF3R	9606.ENSP00000286301	9606.ENSP00000362195	0	0	0	0	0.247	0	0	0.754	0.807
CSF1R	PTPRC	9606.ENSP00000286301	9606.ENSP00000411355	0	0	0	0	0.332	0.051	0	0.736	0.818
CSF1R	ITGB2	9606.ENSP00000286301	9606.ENSP00000380948	0	0	0	0	0.513	0.063	0	0.722	0.862
CSF1R	ITGAM	9606.ENSP00000286301	9606.ENSP00000496959	0	0	0	0	0.345	0	0	0.802	0.865
CSF1R	RUNX1	9606.ENSP00000286301	9606.ENSP00000300305	0	0	0	0	0.090	0.423	0.900	0.728	0.983
CSF3R	SPI1	9606.ENSP00000362195	9606.ENSP00000227163	0	0	0	0	0.488	0.292	0.500	0.600	0.918
CSF3R	CSF1R	9606.ENSP00000362195	9606.ENSP00000286301	0	0	0	0	0.247	0	0	0.754	0.807
CSF3R	RUNX1	9606.ENSP00000362195	9606.ENSP00000300305	0	0	0	0	0.102	0	0.500	0.603	0.806
CSF3R	CEBPA	9606.ENSP00000362195	9606.ENSP00000427514	0	0	0	0	0.147	0.045	0.500	0.862	0.936
DEK	SPI1	9606.ENSP00000498653	9606.ENSP00000227163	0	0	0	0	0	0	0.800	0.145	0.821
DEK	EP300	9606.ENSP00000498653	9606.ENSP00000263253	0	0	0	0	0.049	0.292	0.500	0.226	0.704
DEK	RUNX1	9606.ENSP00000498653	9606.ENSP00000300305	0	0	0	0	0	0	0.500	0.549	0.765
DNMT3A	SPI1	9606.ENSP00000264709	9606.ENSP00000227163	0	0	0	0	0.042	0.292	0	0.917	0.939
DNMT3A	FLT3	9606.ENSP00000264709	9606.ENSP00000241453	0	0	0	0	0.042	0	0	0.851	0.851
DNMT3A	RARA	9606.ENSP00000264709	9606.ENSP00000254066	0	0	0	0	0.049	0	0	0.713	0.715
DNMT3A	CEBPA	9606.ENSP00000264709	9606.ENSP00000427514	0	0	0	0	0.051	0	0	0.716	0.718
DNMT3A	GATA2	9606.ENSP00000264709	9606.ENSP00000345681	0	0	0	0	0	0	0	0.731	0.731
DNMT3A	RUNX1	9606.ENSP00000264709	9606.ENSP00000300305	0	0	0	0	0.060	0	0	0.773	0.777
DNMT3A	TET2	9606.ENSP00000264709	9606.ENSP00000442788	0	0	0	0	0.056	0.292	0	0.926	0.946
DNMT3A	MECP2	9606.ENSP00000264709	9606.ENSP00000395535	0	0	0	0	0.072	0.095	0	0.944	0.949
DNMT3A	HDAC1	9606.ENSP00000264709	9606.ENSP00000362649	0	0	0	0	0.075	0.515	0	0.994	0.997
EP300	SPI1	9606.ENSP00000263253	9606.ENSP00000227163	0	0	0	0	0.063	0.107	0.800	0.717	0.946
EP300	TBP	9606.ENSP00000263253	9606.ENSP00000230354	0	0	0	0	0.077	0.292	0.500	0.855	0.946
EP300	IRF1	9606.ENSP00000263253	9606.ENSP00000245414	0	0	0	0	0.045	0.774	0	0.932	0.984
EP300	RARA	9606.ENSP00000263253	9606.ENSP00000254066	0	0	0	0	0.049	0.533	0	0.757	0.883
EP300	DEK	9606.ENSP00000263253	9606.ENSP00000498653	0	0	0	0	0.049	0.292	0.500	0.226	0.704
EP300	NFATC1	9606.ENSP00000263253	9606.ENSP00000389377	0	0	0	0	0	0.608	0	0.296	0.712
EP300	IRF4	9606.ENSP00000263253	9606.ENSP00000370343	0	0	0	0	0	0.192	0	0.662	0.715
EP300	GATA2	9606.ENSP00000263253	9606.ENSP00000345681	0	0	0	0	0	0.328	0	0.666	0.766
EP300	PML	9606.ENSP00000263253	9606.ENSP00000268058	0	0	0	0	0.060	0	0.800	0.276	0.852
EP300	MITF	9606.ENSP00000263253	9606.ENSP00000391803	0	0	0	0	0	0.294	0	0.834	0.877
EP300	TAL1	9606.ENSP00000263253	9606.ENSP00000294339	0	0	0	0	0	0.625	0	0.717	0.889
EP300	CEBPA	9606.ENSP00000263253	9606.ENSP00000427514	0	0	0	0	0.060	0.094	0.500	0.797	0.902
EP300	REL	9606.ENSP00000263253	9606.ENSP00000295025	0	0	0	0	0.140	0.649	0	0.706	0.903
EP300	GATA3	9606.ENSP00000263253	9606.ENSP00000368632	0	0	0	0	0	0.101	0.800	0.794	0.959
EP300	FOS	9606.ENSP00000263253	9606.ENSP00000306245	0	0	0	0	0.067	0.740	0.500	0.737	0.964
EP300	GATA1	9606.ENSP00000263253	9606.ENSP00000365858	0	0	0	0	0	0.537	0.500	0.939	0.984
EP300	RUNX1	9606.ENSP00000263253	9606.ENSP00000300305	0	0	0	0	0	0.513	0.500	0.960	0.989
EP300	CEBPB	9606.ENSP00000263253	9606.ENSP00000305422	0	0	0	0	0.053	0.748	0.500	0.976	0.996
EP300	MYB	9606.ENSP00000263253	9606.ENSP00000339992	0	0	0	0	0.059	0.828	0	0.981	0.996
EP300	JUN	9606.ENSP00000263253	9606.ENSP00000360266	0	0	0	0	0.044	0.885	0.500	0.991	0.999
EP300	HDAC1	9606.ENSP00000263253	9606.ENSP00000362649	0	0	0	0	0.049	0.806	0.500	0.995	0.999
FCGR1A	SPI1	9606.ENSP00000358165	9606.ENSP00000227163	0	0	0	0	0.266	0.044	0.900	0.368	0.949
FCGR1A	TYROBP	9606.ENSP00000358165	9606.ENSP00000262629	0	0	0	0	0.369	0.045	0	0.552	0.706
FCGR1A	CSF1R	9606.ENSP00000358165	9606.ENSP00000286301	0	0	0	0	0.296	0.045	0	0.606	0.712
FCGR1A	PTPRC	9606.ENSP00000358165	9606.ENSP00000411355	0	0	0	0	0.187	0	0	0.771	0.805
FCGR1A	ITGAM	9606.ENSP00000358165	9606.ENSP00000496959	0	0	0	0	0.212	0.071	0	0.812	0.851
FLI1	SPI1	9606.ENSP00000433488	9606.ENSP00000227163	0	0	0	0.593	0.175	0	0.800	0.153	0.848
FLI1	TAL1	9606.ENSP00000433488	9606.ENSP00000294339	0	0	0	0	0.084	0.045	0.800	0.553	0.911
FLI1	RUNX1	9606.ENSP00000433488	9606.ENSP00000300305	0	0	0	0	0.078	0.236	0.800	0.505	0.921
FLI1	MYB	9606.ENSP00000433488	9606.ENSP00000339992	0	0	0	0	0	0	0.800	0.253	0.844
FLI1	GATA2	9606.ENSP00000433488	9606.ENSP00000345681	0	0	0	0	0.056	0	0.800	0.650	0.928
FLI1	GATA1	9606.ENSP00000433488	9606.ENSP00000365858	0	0	0	0	0.055	0.625	0	0.391	0.765
FLT3	SPI1	9606.ENSP00000241453	9606.ENSP00000227163	0	0	0	0	0.153	0	0.900	0.630	0.965
FLT3	ITGAM	9606.ENSP00000241453	9606.ENSP00000496959	0	0	0	0	0.136	0	0	0.697	0.727
FLT3	RARA	9606.ENSP00000241453	9606.ENSP00000254066	0	0	0	0	0	0.045	0	0.727	0.728
FLT3	PAX5	9606.ENSP00000241453	9606.ENSP00000350844	0	0	0	0	0.061	0	0	0.726	0.731
FLT3	PTPRC	9606.ENSP00000241453	9606.ENSP00000411355	0	0	0	0	0.104	0.051	0	0.721	0.742
FLT3	RUNX1	9606.ENSP00000241453	9606.ENSP00000300305	0	0	0	0	0.057	0	0	0.825	0.828
FLT3	DNMT3A	9606.ENSP00000241453	9606.ENSP00000264709	0	0	0	0	0.042	0	0	0.851	0.851
FLT3	TET2	9606.ENSP00000241453	9606.ENSP00000442788	0	0	0	0	0.057	0	0	0.850	0.852
FLT3	CEBPA	9606.ENSP00000241453	9606.ENSP00000427514	0	0	0	0	0.085	0.046	0.900	0.812	0.981
FOS	SPI1	9606.ENSP00000306245	9606.ENSP00000227163	0	0	0	0	0.074	0.292	0	0.965	0.975
FOS	TBP	9606.ENSP00000306245	9606.ENSP00000230354	0	0	0	0	0.045	0.636	0	0.489	0.807
FOS	IRF1	9606.ENSP00000306245	9606.ENSP00000245414	0	0	0	0	0.124	0.088	0	0.685	0.726
FOS	RARA	9606.ENSP00000306245	9606.ENSP00000254066	0	0	0	0	0.049	0.310	0	0.814	0.868
FOS	EP300	9606.ENSP00000306245	9606.ENSP00000263253	0	0	0	0	0.067	0.740	0.500	0.737	0.964
FOS	SRF	9606.ENSP00000306245	9606.ENSP00000265354	0	0	0	0	0.072	0	0.750	0.802	0.950
FOS	IRF8	9606.ENSP00000306245	9606.ENSP00000268638	0	0	0	0	0.056	0.088	0	0.735	0.752
FOS	CSF1R	9606.ENSP00000306245	9606.ENSP00000286301	0	0	0	0	0.067	0	0	0.694	0.703
FOS	REL	9606.ENSP00000306245	9606.ENSP00000295025	0	0	0	0	0.073	0.094	0	0.731	0.754
FOS	RUNX1	9606.ENSP00000306245	9606.ENSP00000300305	0	0	0	0	0.052	0.510	0	0.479	0.737
FOS	CEBPB	9606.ENSP00000306245	9606.ENSP00000305422	0	0	0	0	0.208	0.102	0	0.766	0.819
FOS	TNF	9606.ENSP00000306245	9606.ENSP00000398698	0	0	0	0	0.087	0	0	0.715	0.728
FOS	HDAC1	9606.ENSP00000306245	9606.ENSP00000362649	0	0	0	0	0.054	0.340	0.500	0.501	0.823
FOS	CEBPA	9606.ENSP00000306245	9606.ENSP00000427514	0	0	0	0	0.073	0.275	0	0.806	0.859
FOS	GATA3	9606.ENSP00000306245	9606.ENSP00000368632	0	0	0	0	0.043	0.245	0.500	0.678	0.868
FOS	MITF	9606.ENSP00000306245	9606.ENSP00000391803	0	0	0	0	0	0.331	0	0.886	0.920
FOS	NFATC1	9606.ENSP00000306245	9606.ENSP00000389377	0	0	0	0	0.047	0.233	0	0.927	0.942
FOS	JUN	9606.ENSP00000306245	9606.ENSP00000360266	0	0	0	0	0.690	0.999	0.900	0.999	0.999
GATA1	CEBPE	9606.ENSP00000365858	9606.ENSP00000206513	0	0	0	0	0.178	0.328	0	0.720	0.832
GATA1	SPI1	9606.ENSP00000365858	9606.ENSP00000227163	0	0	0	0	0.084	0.512	0	0.992	0.996
GATA1	EP300	9606.ENSP00000365858	9606.ENSP00000263253	0	0	0	0	0	0.537	0.500	0.939	0.984
GATA1	CBFA2T3	9606.ENSP00000365858	9606.ENSP00000268679	0	0	0	0	0.086	0.060	0	0.945	0.949
GATA1	TAL1	9606.ENSP00000365858	9606.ENSP00000294339	0	0	0	0	0.313	0.520	0.500	0.998	0.999
GATA1	GFI1	9606.ENSP00000365858	9606.ENSP00000294702	0	0	0	0	0.121	0.091	0	0.842	0.863
GATA1	RUNX1	9606.ENSP00000365858	9606.ENSP00000300305	0	0	0	0	0	0.132	0.500	0.978	0.989
GATA1	IKZF1	9606.ENSP00000365858	9606.ENSP00000331614	0	0	0	0	0.121	0.328	0	0.906	0.939
GATA1	MYB	9606.ENSP00000365858	9606.ENSP00000339992	0	0	0	0	0.139	0.048	0.500	0.806	0.910
GATA1	GATA2	9606.ENSP00000365858	9606.ENSP00000345681	0	0	0	0.843	0.109	0	0	0.974	0.976
GATA1	HDAC1	9606.ENSP00000365858	9606.ENSP00000362649	0	0	0	0	0.067	0.357	0.500	0.671	0.888
GATA1	HNRNPK	9606.ENSP00000365858	9606.ENSP00000365458	0	0	0	0	0	0	0	0.878	0.878
GATA1	FLI1	9606.ENSP00000365858	9606.ENSP00000433488	0	0	0	0	0.055	0.625	0	0.391	0.765
GATA1	GATA3	9606.ENSP00000365858	9606.ENSP00000368632	0	0	0.078	0.836	0.086	0	0.500	0.571	0.795
GATA1	CEBPA	9606.ENSP00000365858	9606.ENSP00000427514	0	0	0	0	0.086	0.091	0	0.812	0.830
GATA2	SPI1	9606.ENSP00000345681	9606.ENSP00000227163	0	0	0	0	0	0.627	0.800	0.916	0.993
GATA2	EP300	9606.ENSP00000345681	9606.ENSP00000263253	0	0	0	0	0	0.328	0	0.666	0.766
GATA2	DNMT3A	9606.ENSP00000345681	9606.ENSP00000264709	0	0	0	0	0	0	0	0.731	0.731
GATA2	TAL1	9606.ENSP00000345681	9606.ENSP00000294339	0	0	0	0	0.121	0.248	0.800	0.997	0.999
GATA2	GFI1	9606.ENSP00000345681	9606.ENSP00000294702	0	0	0	0	0.106	0.091	0.500	0.835	0.924
GATA2	RUNX1	9606.ENSP00000345681	9606.ENSP00000300305	0	0	0	0	0.047	0.125	0.800	0.981	0.996
GATA2	CEBPB	9606.ENSP00000345681	9606.ENSP00000305422	0	0	0	0	0.062	0.091	0	0.697	0.719
GATA2	MYB	9606.ENSP00000345681	9606.ENSP00000339992	0	0	0	0	0.080	0.048	0.800	0.724	0.945
GATA2	GATA3	9606.ENSP00000345681	9606.ENSP00000368632	0	0	0.055	0.960	0.083	0.164	0.500	0.637	0.844
GATA2	JUN	9606.ENSP00000345681	9606.ENSP00000360266	0	0	0	0	0	0.348	0	0.785	0.854
GATA2	FLI1	9606.ENSP00000345681	9606.ENSP00000433488	0	0	0	0	0.056	0	0.800	0.650	0.928
GATA2	CEBPA	9606.ENSP00000345681	9606.ENSP00000427514	0	0	0	0	0.080	0.091	0.500	0.871	0.939
GATA2	GATA1	9606.ENSP00000345681	9606.ENSP00000365858	0	0	0	0.843	0.109	0	0	0.974	0.976
GATA3	SPI1	9606.ENSP00000368632	9606.ENSP00000227163	0	0	0	0	0	0.301	0	0.764	0.828
GATA3	RARA	9606.ENSP00000368632	9606.ENSP00000254066	0	0	0	0	0	0.303	0	0.705	0.786
GATA3	EP300	9606.ENSP00000368632	9606.ENSP00000263253	0	0	0	0	0	0.101	0.800	0.794	0.959
GATA3	TAL1	9606.ENSP00000368632	9606.ENSP00000294339	0	0	0	0	0.067	0.521	0.800	0.938	0.993
GATA3	RUNX1	9606.ENSP00000368632	9606.ENSP00000300305	0	0	0	0	0.056	0.125	0.500	0.976	0.989
GATA3	CEBPB	9606.ENSP00000368632	9606.ENSP00000305422	0	0	0	0	0	0.091	0	0.692	0.708
GATA3	FOS	9606.ENSP00000368632	9606.ENSP00000306245	0	0	0	0	0.043	0.245	0.500	0.678	0.868
GATA3	IKZF1	9606.ENSP00000368632	9606.ENSP00000331614	0	0	0	0	0.055	0.091	0	0.742	0.759
GATA3	MYB	9606.ENSP00000368632	9606.ENSP00000339992	0	0	0	0	0.104	0.297	0.500	0.461	0.807
GATA3	GATA2	9606.ENSP00000368632	9606.ENSP00000345681	0	0	0.055	0.960	0.083	0.164	0.500	0.637	0.844
GATA3	PAX5	9606.ENSP00000368632	9606.ENSP00000350844	0	0	0	0	0.099	0	0	0.705	0.723
GATA3	JUN	9606.ENSP00000368632	9606.ENSP00000360266	0	0	0	0	0.045	0.118	0.500	0.786	0.897
GATA3	HDAC1	9606.ENSP00000368632	9606.ENSP00000362649	0	0	0	0	0.071	0.745	0.500	0.336	0.911
GATA3	GATA1	9606.ENSP00000368632	9606.ENSP00000365858	0	0	0.078	0.836	0.086	0	0.500	0.571	0.795
GATA3	CEBPA	9606.ENSP00000368632	9606.ENSP00000427514	0	0	0	0	0	0.091	0	0.701	0.716
GATA3	IRF4	9606.ENSP00000368632	9606.ENSP00000370343	0	0	0	0	0.042	0.095	0	0.844	0.853
GFI1	SPI1	9606.ENSP00000294702	9606.ENSP00000227163	0	0	0	0	0.101	0.301	0.500	0.710	0.896
GFI1	TAL1	9606.ENSP00000294702	9606.ENSP00000294339	0	0	0	0	0.111	0.070	0.500	0.640	0.831
GFI1	MYB	9606.ENSP00000294702	9606.ENSP00000339992	0	0	0	0	0.169	0.069	0.500	0.413	0.742
GFI1	GATA1	9606.ENSP00000294702	9606.ENSP00000365858	0	0	0	0	0.121	0.091	0	0.842	0.863
GFI1	RUNX1	9606.ENSP00000294702	9606.ENSP00000300305	0	0	0	0	0.080	0.067	0.500	0.734	0.870
GFI1	CEBPA	9606.ENSP00000294702	9606.ENSP00000427514	0	0	0	0	0.083	0.091	0.750	0.573	0.899
GFI1	GATA2	9606.ENSP00000294702	9606.ENSP00000345681	0	0	0	0	0.106	0.091	0.500	0.835	0.924
GFI1	HDAC1	9606.ENSP00000294702	9606.ENSP00000362649	0	0	0	0	0.062	0.328	0	0.938	0.957
HDAC1	SPI1	9606.ENSP00000362649	9606.ENSP00000227163	0	0	0	0	0	0.627	0	0.396	0.765
HDAC1	TBP	9606.ENSP00000362649	9606.ENSP00000230354	0.057	0	0	0	0.105	0.292	0.400	0.682	0.865
HDAC1	IRF1	9606.ENSP00000362649	9606.ENSP00000245414	0	0	0	0	0.057	0.093	0.900	0.848	0.985
HDAC1	RARA	9606.ENSP00000362649	9606.ENSP00000254066	0	0	0	0	0	0.294	0	0.829	0.874
HDAC1	EP300	9606.ENSP00000362649	9606.ENSP00000263253	0	0	0	0	0.049	0.806	0.500	0.995	0.999
HDAC1	DNMT3A	9606.ENSP00000362649	9606.ENSP00000264709	0	0	0	0	0.075	0.515	0	0.994	0.997
HDAC1	PML	9606.ENSP00000362649	9606.ENSP00000268058	0	0	0	0	0.074	0.785	0.400	0.290	0.903
HDAC1	CBFA2T3	9606.ENSP00000362649	9606.ENSP00000268679	0	0	0	0	0.055	0.510	0	0.767	0.882
HDAC1	TAL1	9606.ENSP00000362649	9606.ENSP00000294339	0	0	0	0	0	0.547	0	0.567	0.795
HDAC1	GFI1	9606.ENSP00000362649	9606.ENSP00000294702	0	0	0	0	0.062	0.328	0	0.938	0.957
HDAC1	RUNX1	9606.ENSP00000362649	9606.ENSP00000300305	0	0	0	0	0.049	0.743	0.900	0.955	0.998
HDAC1	CEBPB	9606.ENSP00000362649	9606.ENSP00000305422	0	0	0	0	0.048	0.547	0	0.981	0.991
HDAC1	FOS	9606.ENSP00000362649	9606.ENSP00000306245	0	0	0	0	0.054	0.340	0.500	0.501	0.823
HDAC1	IKZF1	9606.ENSP00000362649	9606.ENSP00000331614	0	0	0	0	0.042	0.769	0	0.947	0.987
HDAC1	JUN	9606.ENSP00000362649	9606.ENSP00000360266	0	0	0	0	0.042	0.393	0.500	0.902	0.967
HDAC1	TET2	9606.ENSP00000362649	9606.ENSP00000442788	0	0	0	0	0	0.095	0	0.875	0.882
HDAC1	GATA1	9606.ENSP00000362649	9606.ENSP00000365858	0	0	0	0	0.067	0.357	0.500	0.671	0.888
HDAC1	RUNX1T1	9606.ENSP00000362649	9606.ENSP00000402257	0	0	0	0	0.055	0.799	0	0.506	0.898
HDAC1	GATA3	9606.ENSP00000362649	9606.ENSP00000368632	0	0	0	0	0.071	0.745	0.500	0.336	0.911
HDAC1	BCL6	9606.ENSP00000362649	9606.ENSP00000384371	0	0	0	0	0	0.796	0	0.695	0.935
HDAC1	CEBPA	9606.ENSP00000362649	9606.ENSP00000427514	0	0	0	0	0.048	0.636	0	0.838	0.939
HDAC1	MECP2	9606.ENSP00000362649	9606.ENSP00000395535	0	0	0	0	0.049	0.757	0.500	0.996	0.999
HNRNPK	SPI1	9606.ENSP00000365458	9606.ENSP00000227163	0	0	0	0	0	0	0	0.879	0.879
HNRNPK	GATA1	9606.ENSP00000365458	9606.ENSP00000365858	0	0	0	0	0	0	0	0.878	0.878
IKZF1	SPI1	9606.ENSP00000331614	9606.ENSP00000227163	0	0	0	0	0.312	0	0	0.810	0.864
IKZF1	RUNX1	9606.ENSP00000331614	9606.ENSP00000300305	0	0	0	0	0.123	0.311	0	0.911	0.941
IKZF1	IRF4	9606.ENSP00000331614	9606.ENSP00000370343	0	0	0	0	0.232	0.096	0	0.662	0.745
IKZF1	GATA3	9606.ENSP00000331614	9606.ENSP00000368632	0	0	0	0	0.055	0.091	0	0.742	0.759
IKZF1	PTPRC	9606.ENSP00000331614	9606.ENSP00000411355	0	0	0	0	0.664	0.045	0	0.445	0.806
IKZF1	GATA1	9606.ENSP00000331614	9606.ENSP00000365858	0	0	0	0	0.121	0.328	0	0.906	0.939
