"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043068","GO:0043068","positive regulation of programmed cell death","92/1799","473/15025",1.3618411711143e-06,0.000519515076906793,0.000436294680363931,"MARK4/BCLAF1/AIFM2/CASP8/CAMK2A/RPS6KA2/PTGS2/STK17B/CYLD/WNT11/B4GALT1/MMP2/ITGA6/GADD45B/TIMP3/MMP9/MYBL2/BMP7/TRIM35/RIPK2/HOXA5/TGFBR1/NEURL1/CTSC/ZBTB16/ING4/BCL6/SFPQ/FOXO3/INHBA/NR4A1/G0S2/PTGIS/ZBP1/CDKN1A/SOX4/PLAGL2/ATF4/PRR7/TOP2A/BTG1/EIF2S1/AGT/MTCH1/THBS1/CASP6/PHLDA1/PMAIP1/SOD1/SIK1/IL19/BCL10/MCL1/TP53BP2/PARP1/RHOB/GSN/ADM/LATS2/FOXO1/ADAM8/BCL2L11/KCNMA1/AIFM1/ACE/RRP1B/DEDD2/ATF3/S100A9/ZC3H12A/STK17A/MELK/NKX3-1/SLC27A4/CTNNB1/KLF11/DDIT3/PTPN2/FOSL1/NUPR1/JUN/SCRIB/NQO1/PHLDA2/HCAR2/BACE1/LRRK2/SRC/HTT/UNC13B/DDX3X/PNMA2",92
"GO:1901652","GO:1901652","response to peptide","87/1799","441/15025",1.43760657739687e-06,0.000519515076906793,0.000436294680363931,"ABCC8/IGF1/CPS1/CASR/ROCK1/TGFBR3/CAMK2A/ATP2B1/FCGR2B/PTGS2/EDN1/RAB10/MMP2/PXN/CDC6/TREM2/SRSF5/PCK2/NFKBIA/MMP9/BMP7/EEF2K/RIPK2/PLAT/JAK3/AREG/KLF3/CDKN1B/TIMELESS/ARHGEF2/TNFAIP3/FOXO3/IDE/GOT1/EGR1/CRY2/INHBA/NR4A1/NCOA5/EREG/IL1B/ID1/KLF2/JUND/PTPRE/CDK4/AGT/TBC1D4/EPRS1/SORL1/BCAR3/PNPT1/USO1/HADH/SLC24A4/CACNA1A/RAB13/PARP1/CCNA2/PHIP/ADM/FOXO1/BCL2L11/NR4A2/CYBB/NDEL1/SLC27A4/NOD2/YWHAG/FOS/KLF11/RELA/PTPN2/LPL/UCP2/PLCB1/SOCS3/ZFP36L1/FFAR3/IRS2/BACE1/GCNT1/SRC/AGER/GNRHR2/VAMP2/CYFIP1",87
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","79/1799","394/15025",2.28490595649791e-06,0.000777136837674758,0.000652648370112993,"CREBBP/CASR/PTGS2/EDN1/FCN1/MGST2/MAVS/TREM2/NRP1/OSM/EP300/NFKBIA/RIOK3/RIPK2/PLAT/HSPB1/CTSC/CD81/NEDD9/OPRM1/VEGFA/SFPQ/PTK2B/CCR2/CXCR4/PLAU/OPTN/ZBP1/EREG/IL1B/C3/FFAR2/OASL/USP15/AGT/THBS1/EMILIN1/CASP6/NLRC5/CDH13/NFKBIZ/TNIP1/PLA2G7/FCGR1A/ADAM8/GBP5/CD1D/ACE/NAPEPLD/NLRP3/S100A9/S100A12/IFI16/NDEL1/AP1G1/SMAD3/NOD2/CXCL8/FABP4/CEBPB/VEGFB/CMKLR1/TRAF6/LPL/NUPR1/THBD/TMEM102/CSF1R/TBK1/IRF7/FFAR3/LILRA5/LRRK2/SRC/C5AR1/SUCNR1/AGER/USP17L2/NEAT1",79
"GO:1903706","GO:1903706","regulation of hemopoiesis","74/1799","367/15025",3.84087016538905e-06,0.00116569063184686,0.000978960273208972,"CASP8/FCGR2B/SMARCD3/RCOR1/TREM2/BRPF3/BRD1/HIF1A/NFKBIA/RIPK2/JAK3/HOXA5/VSIR/ZBTB16/NEDD9/CD83/BCL6/LOXL3/FOXO3/CSF3R/GPR68/PTK2B/CCR2/PRXL2A/INHBA/SOX4/IRF1/TNFSF9/ZFP36/LIF/RARA/ACTL6A/SKIC8/SOD1/DUSP10/FANCD2/NFKBIZ/OCSTAMP/ADAM8/KLF10/KAT6B/MMP14/H4C8/SLAMF8/C1QC/IKZF3/NLRP3/ZC3H12A/NFKBID/CTNNB1/FOS/JUNB/CEBPB/TRIB1/TRAF6/PTPN2/EGR3/IRF7/ZFP36L1/EVI2B/MITF/H4C3/H4C11/PRMT6/AGER/H4C14/H4C13/H4C9/PIK3R6/RAB7B/H4C5/H4C4/H4C1/H4C2",74
"GO:0006979","GO:0006979","response to oxidative stress","77/1799","387/15025",4.13172689692864e-06,0.00116569063184686,0.000978960273208972,"GCLM/AIFM2/ABCB11/PTGS2/EDN1/SLC25A24/MMP2/ATRN/SLC4A11/PXN/TREM2/HNRNPM/HIF1A/GSKIP/PSMB5/MMP9/BMP7/ADNP2/CYB5B/PON2/HSPB1/PPIF/AREG/NCOA7/IL1A/MPV17/DHCR24/SFPQ/PRDX1/TNFAIP3/FOXO3/PTK2B/PRDX4/KLF2/MGAT3/ATF4/APOE/GCH1/KDM6B/PCNA/EIF2S1/PNPLA8/PNPT1/IDH1/DUOX2/SOD1/MCL1/PARP1/PYCR2/RHOB/FANCD2/FOXO1/NR4A2/AIFM1/MMP14/PPP1R15B/PINK1/ZC3H12A/MELK/PRDX3/MAPK7/CTNNB1/CDK1/FOS/BCL2/RELA/PLK3/UCP2/FOSL1/JUN/NQO1/LRRK2/VKORC1L1/SRC/HBA1/ETV5/HBB",77
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","44/1799","184/15025",4.44739873252404e-06,0.00116569063184686,0.000978960273208972,"CASP8/RCOR1/TREM2/BRD1/HIF1A/NFKBIA/HOXA5/ZBTB16/NEDD9/FOXO3/CSF3R/GPR68/PTK2B/PRXL2A/INHBA/ZFP36/LIF/RARA/SKIC8/OCSTAMP/KLF10/H4C8/C1QC/CTNNB1/FOS/CEBPB/TRIB1/TRAF6/PTPN2/IRF7/ZFP36L1/EVI2B/MITF/H4C3/H4C11/PRMT6/H4C14/H4C13/H4C9/RAB7B/H4C5/H4C4/H4C1/H4C2",44
"GO:1901653","GO:1901653","cellular response to peptide","67/1799","324/15025",4.50664098821801e-06,0.00116569063184686,0.000978960273208972,"IGF1/CPS1/CASR/ROCK1/CAMK2A/ATP2B1/FCGR2B/EDN1/RAB10/PXN/CDC6/TREM2/SRSF5/PCK2/EEF2K/RIPK2/PLAT/JAK3/KLF3/TIMELESS/ARHGEF2/FOXO3/IDE/GOT1/INHBA/NR4A1/NCOA5/IL1B/ID1/KLF2/PTPRE/CDK4/AGT/TBC1D4/EPRS1/SORL1/BCAR3/USO1/CACNA1A/RAB13/PARP1/CCNA2/PHIP/FOXO1/BCL2L11/NR4A2/NDEL1/SLC27A4/NOD2/YWHAG/FOS/KLF11/RELA/PTPN2/LPL/UCP2/PLCB1/SOCS3/ZFP36L1/FFAR3/IRS2/BACE1/SRC/AGER/GNRHR2/VAMP2/CYFIP1",67
"GO:0032496","GO:0032496","response to lipopolysaccharide","60/1799","283/15025",6.22967034400629e-06,0.00150083141371018,0.00126041532003952,"ABCC8/CPS1/NR1H3/CASP8/FGFR2/SCARB1/PTGS2/EDN1/CXCL2/TREM2/PCK2/NFKBIA/ACP5/SLC7A5/RIPK2/AKAP8/OPRM1/IL1A/TNFAIP3/NR4A1/PTGER2/IL1B/NR1D1/TICAM1/ZFP36/LOXL1/JUND/RARA/GCH1/CDK4/BCL10/DUSP10/TNIP1/ADM/NOCT/ACE/NLRP3/MAPKAPK2/S100A9/ZC3H12A/PRDX3/NOD2/SRR/CXCL8/FOS/CEBPB/RELA/TRIB1/TRAF6/THBD/IRAK1/PDE4B/CNR2/CD55/ARID5A/SRC/PELI1/PDCD1LG2/ADH5/MRC1",60
"GO:0036293","GO:0036293","response to decreased oxygen levels","58/1799","272/15025",7.3578933771862e-06,0.00170173358027563,0.00142913524837726,"CREBBP/CASR/TGFBR3/PTGS2/EDN1/MMP2/TREM2/EP300/HIF1A/BMP7/EEF2K/PLAT/CDKN1B/VEGFA/CPEB4/IL1A/FOXO3/DNMT3A/EGR1/PTK2B/CXCR4/PLAU/PTGIS/ATF4/JUND/THBS1/ACVRL1/BNIP2/MYOCD/PMAIP1/ATP1B1/CCNA2/PAM/ADM/ADAM8/SUV39H2/NR4A2/KCNMA1/AIFM1/MMP14/PINK1/ACE/CYBB/SMAD3/NKX3-1/DDIT4/MECP2/FOS/BCL2/VEGFB/PLK3/UCP2/MTHFR/IRAK1/ZFP36L1/SRC/AGER/MALAT1",58
"GO:0001819","GO:0001819","positive regulation of cytokine production","82/1799","426/15025",7.65413731113521e-06,0.00170216238203784,0.00142949536098246,"ABCC8/CASP8/CD84/BCL3/PANX2/PTGS2/FCN1/WNT11/MAVS/TREM2/OSM/HIF1A/RIOK3/SLC7A5/CD276/RIPK2/HSPB1/CD81/CD83/PDE4D/IL1A/ARHGEF2/EGR1/CCR2/CD244/EREG/IRF1/IL1B/C3/FFAR2/TICAM1/ATF4/RARA/CHI3L1/AGT/FLOT1/SORL1/THBS1/SOD1/BCL10/G3BP1/ADAM8/GBP5/NODAL/NLRP3/MAPKAPK2/IFI16/CYBB/DDX21/SMAD3/PHB1/NOD2/CCDC88B/EIF2AK3/CEBPB/RELA/TRAF6/DDIT3/LPL/SCRIB/SETD2/CSF1R/PLCB1/TBK1/IRAK1/PDE4B/IRF7/FFAR3/LILRA5/LRRK2/CD55/ARID5A/SRC/PELI1/C5AR1/FCGR3A/AGER/TRIM27/CRLF2/DDX3X/CLEC5A/RAB7B",82
"GO:0070542","GO:0070542","response to fatty acid","19/1799","55/15025",1.0936959951326e-05,0.00210791674795222,0.00177025250019181,"CPS1/DGAT2/PTGS2/EDN1/SCD/PLAT/HES1/FOXO3/FFAR2/FFAR1/CDK4/ILDR1/FOXO1/ZC3H12A/LPL/UCP2/PLCB1/FFAR3/SRC",19
"GO:0048871","GO:0048871","multicellular organismal homeostasis","86/1799","458/15025",1.25137140019856e-05,0.00233400949546712,0.0019601277654044,"ABCC8/MLXIPL/NCDN/AKAP11/NR1H3/ACADVL/PTGS2/TP53INP2/FH/TF/WHRN/SCD/VSIG1/ACP5/HSPB1/LIPA/CLCN3/RHAG/ACOT13/VEGFA/ARRDC3/ACVR2B/IL1A/KDM3A/AMPD2/DOCK7/PRDX1/STMN1/TNFAIP3/SPP1/EGR1/PTK2B/CCR2/CXCR4/G0S2/BBS2/IL1B/ID1/THRA/NR1D1/ATF4/NR1H2/PER2/KDM6B/KLF4/HADH/TLE3/BBS4/SOD1/PRKACB/FLG/ILDR1/MUC4/PTGES/FOXO1/ADAM8/CPT2/NAPEPLD/ADGRV1/ALDH1A1/VSTM4/NOD2/MYO5B/CTNNB1/FABP4/CYTL1/GATM/BCL2/CEBPB/CMKLR1/TRAF6/DDIT3/UCP2/SFN/MEX3C/METRNL/GBA1/CSF1R/TMEM119/MUC6/LAMA2/POTEI/SRC/MUC2/PLEKHM1/MKKS",86
"GO:0062197","GO:0062197","cellular response to chemical stress","63/1799","309/15025",1.37554630506817e-05,0.00243213347395191,0.00204253340045152,"AIFM2/PTGS2/EDN1/SLC25A24/MMP2/SLC4A11/PXN/TREM2/HIF1A/GSKIP/MMP9/BMP7/ADNP2/NFAT5/RELB/HSPB1/PPIF/NCOA7/MPV17/SFPQ/ARHGEF2/PRDX1/TNFAIP3/FOXO3/KLF2/MGAT3/ATF4/GCH1/KDM6B/PCNA/EIF2S1/PNPLA8/PNPT1/SOD1/MCL1/PARP1/PYCR2/RHOB/FANCD2/FOXO1/NR4A2/AIFM1/PINK1/NLRP3/ZC3H12A/MELK/PRDX3/MAPK7/CTNNB1/CDK1/FOS/BCL2/EIF2AK3/RELA/DDIT3/JUN/NQO1/ZFP36L1/LRRK2/VKORC1L1/SRC/DDX3X/ETV5",63
"GO:0007059","GO:0007059","chromosome segregation","70/1799","354/15025",1.38810800139075e-05,0.00243213347395191,0.00204253340045152,"NCAPD2/CENPQ/NDC1/CDC42/SMC1A/NUP37/SMARCD3/KIF4A/CDC6/CDC23/REC8/RIOK3/OIP5/AKAP8/BCL7B/NCAPG/FBXO5/TENT4A/SFPQ/UBE2B/NEK6/SLF2/DUSP1/NCAPH/ZWINT/HJURP/DLGAP5/TUBG1/TOP2A/CCNB1/CDCA8/ACTL6A/SMC2/NUSAP1/ACTR2/KIF11/CENPE/KIF2C/ARL8A/FANCD2/CDCA5/TLK2/NCAPG2/MKI67/INCENP/DSN1/MIS18A/ANKLE1/SPC24/SMARCAD1/MAD2L1/PTTG1/NDEL1/CIAO2A/PLK1/CDT1/CTNNB1/FEN1/BUB1/ESCO2/UBE2C/CCNE2/RMI1/AURKB/MCMBP/TOP1/DDX3X/KIFC1/CHMP1B/CHMP4BP1",70
"GO:0000280","GO:0000280","nuclear division","83/1799","441/15025",1.61715155282601e-05,0.00273401423208029,0.0022960563004217,"NCAPD2/ANLN/IGF1/NDC1/ASPM/CDC42/RPS6KA2/SMC1A/EDN1/SMARCD3/RAD54L/AURKA/TPX2/KIF4A/CDC6/CDC23/AAAS/REC8/MYBL2/BMP7/CCDC61/AKAP8/BCL7B/NCAPG/RAD51AP1/CDKN1B/FBXO5/TENT4A/IL1A/UBE2B/NEK6/SLF2/DUSP1/NCAPH/ZWINT/CKS2/KLHDC3/EREG/IL1B/DLGAP5/LIF/TUBG1/TOP2A/CCNB1/CDCA8/ACTL6A/SMC2/NUSAP1/ACTR2/KIF11/CENPE/KIF2C/FANCD2/PHIP/CDCA5/NCAPG2/MKI67/INCENP/DSN1/BCL2L11/CCNB2/ANKLE1/SPC24/KIF15/TASOR/MAD2L1/PTTG1/REEP3/NDEL1/PLK1/CDT1/BUB1/ESCO2/UBE2C/CCNE2/RMI1/AURKB/TDRKH/EPGN/PLCB1/KIFC1/CHMP1B/CHMP4BP1",83
"GO:0090075","GO:0090075","relaxation of muscle","13/1799","30/15025",1.65497229544812e-05,0.00273401423208029,0.0022960563004217,"ABCC8/ATP1A2/PDE4D/RGS2/KCNJ2/SOD1/ATP1B1/GSN/KCNMA1/GRK2/PDE4B/PRKG1/TIFAB",13
"GO:0007565","GO:0007565","female pregnancy","38/1799","159/15025",1.97260681352962e-05,0.0030825979988725,0.00258880091914996,"FKBP4/ABCC8/PTGS2/FBLN1/OVGP1/MMP2/ESR1/MMP9/VEGFA/IGFBP2/RGS2/SPP1/IL1B/FOSB/APOL2/LIF/RARA/H3-3B/AGT/SOD1/PARP1/PAM/ADM/NODAL/ACE/TPPP3/CTSB/PRDX3/FOS/PSG6/JUNB/BCL2/SP3/UCP2/FOSL1/THBD/PAPPA/PSG4",38
"GO:0019915","GO:0019915","lipid storage","23/1799","77/15025",2.10476071224938e-05,0.00308611711528289,0.00259175631320432,"NR1H3/MSR1/DGAT2/SCARB1/TREM2/NFKBIA/EHD1/LDAH/CRY2/IL1B/C3/FFAR2/APOE/NR1H2/PLIN2/ZC3H12A/PTPN2/LPL/GBA1/PNPLA2/NRIP1/GM2A/PLIN5",23
"GO:0044242","GO:0044242","cellular lipid catabolic process","44/1799","195/15025",2.13498243879827e-05,0.00308611711528289,0.00259175631320432,"CROT/CPS1/ACADVL/SCARB1/ABCB11/ACAT1/PLD1/MGST2/SLC25A17/PCK2/PLA2G15/EHHADH/PLA2G4A/ACADM/ACAT2/GPCPD1/ECHS1/SRD5A3/IVD/APOC1/HSD17B4/PNPLA8/SORL1/IDH1/HADH/ETFA/PLA2G7/CPT2/NAPEPLD/BDH2/SLC27A4/LPL/MTLN/GBA1/PNPLA2/FUCA1/PNPLA1/PLCB1/IRS2/GM2A/ECI2/NEU4/PLIN5/AMACR",44
"GO:0140014","GO:0140014","mitotic nuclear division","63/1799","315/15025",2.56315661708491e-05,0.00344655152557789,0.00289445323735928,"NCAPD2/ANLN/IGF1/CDC42/SMC1A/EDN1/SMARCD3/AURKA/TPX2/KIF4A/CDC6/CDC23/AAAS/MYBL2/BMP7/CCDC61/AKAP8/BCL7B/NCAPG/CDKN1B/FBXO5/TENT4A/IL1A/NEK6/SLF2/DUSP1/NCAPH/ZWINT/EREG/IL1B/DLGAP5/TUBG1/CCNB1/CDCA8/ACTL6A/SMC2/NUSAP1/KIF11/CENPE/KIF2C/PHIP/CDCA5/NCAPG2/MKI67/INCENP/DSN1/SPC24/KIF15/TASOR/MAD2L1/PTTG1/REEP3/NDEL1/PLK1/CDT1/BUB1/ESCO2/UBE2C/AURKB/EPGN/KIFC1/CHMP1B/CHMP4BP1",63
"GO:0140467","GO:0140467","integrated stress response signaling","15/1799","40/15025",3.02430298431702e-05,0.0039742090580275,0.00333758604465417,"NFE2L3/PPP1R15A/ATF4/EIF2S1/PPP1R15B/FOS/JUNB/EIF2AK3/CEBPB/DDIT3/PTPN2/FOSL1/JUN/MAF/CEBPD",15
"GO:0002931","GO:0002931","response to ischemia","17/1799","50/15025",3.98550425281921e-05,0.00490301821059589,0.00411761055280067,"CASR/CAMK2A/PANX2/TREM2/EEF2K/PPIF/CPEB4/EGR1/PTK2B/PER2/UCHL1/AIFM1/PINK1/BCL2/NQO1/CSF1R/RNLS",17
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","63/1799","320/15025",4.2134435538759e-05,0.00507544388093968,0.00426241559518191,"PAX6/IGF1/FGFR2/TGFBR3/CDC42/RAP1GAP/B4GALT1/NRP1/HIF1A/PPP1R16B/HOXA5/TGFBR1/AREG/CCND1/CDKN1B/VEGFA/SPARC/HES1/KDM5B/NRP2/TNFAIP3/NR4A1/EREG/ID1/NR1D1/ZFP36/DLL4/CDKN1C/APOE/ATP5IF1/CDK4/THBS1/ACVRL1/CDH13/ECM1/DUSP10/NODAL/SGPP2/PYGO2/AGGF1/JCAD/FRS2/SMAD3/NKX3-1/NOD2/CTNNB1/LRG1/EGFL7/PTPRM/VEGFB/SFN/NUPR1/JUN/EGR3/EPGN/ZNF703/ZFP36L1/IRS2/C5AR1/SYNJ2BP/NME1/NEAT1/UHRF1",63
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","84/1799","461/15025",4.86388710351602e-05,0.00562459904650593,0.0047236023596883,"KMT2E/CDK11A/ANLN/IGF1/CDC42/EDN1/SMARCD3/CYLD/ZMPSTE24/UIMC1/AURKA/CLSPN/CDC6/CDC23/MSH2/BMP7/TRIM35/BCL7B/CCND1/CDKN1B/FBXO5/GMNN/HECA/PPP2CA/BCL6/HES1/IL1A/SYF2/NEK6/DUSP1/INHBA/ZWINT/CKS2/CDKN1A/EREG/IL1B/DLGAP5/CDKN2D/CDKN1C/BTG1/CCNB1/CCNH/CDCA8/CDK4/GPNMB/ACTL6A/KLF4/NUSAP1/CENPE/SIK1/INTS3/FANCD2/PLK2/PHIP/CDCA5/MKI67/INCENP/SPC24/MAD2L1/PLK1/NKX3-1/RRM1/CDT1/CTNNB1/PBK/MECP2/BUB1/CDK1/BCL2/RRM2/SLFN11/CKS1B/PLK3/UBE2C/CCDC57/AURKB/SCRIB/EPGN/PLCB1/MUC1/BRCC3/ZFP36L1/PIM3/DDX3X",84
"GO:0000819","GO:0000819","sister chromatid segregation","48/1799","227/15025",5.46179190288751e-05,0.00619217270245012,0.00520025718225389,"NCAPD2/SMC1A/SMARCD3/KIF4A/CDC6/CDC23/REC8/AKAP8/BCL7B/NCAPG/FBXO5/TENT4A/SFPQ/NEK6/SLF2/DUSP1/NCAPH/ZWINT/DLGAP5/TUBG1/TOP2A/CCNB1/CDCA8/ACTL6A/SMC2/NUSAP1/KIF11/CENPE/KIF2C/CDCA5/NCAPG2/INCENP/DSN1/SPC24/MAD2L1/PTTG1/PLK1/CDT1/CTNNB1/FEN1/BUB1/ESCO2/UBE2C/AURKB/MCMBP/KIFC1/CHMP1B/CHMP4BP1",48
