#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ARNTL2	TIMELESS	9606.ENSP00000266503	9606.ENSP00000450607	0	0	0	0	0.072	0.129	0	0.712	0.747
ARNTL2	CSNK1E	9606.ENSP00000266503	9606.ENSP00000380044	0	0	0	0	0	0.129	0	0.742	0.766
ARNTL2	CRY2	9606.ENSP00000266503	9606.ENSP00000478187	0	0	0	0	0.084	0.303	0	0.775	0.844
ARNTL2	CIPC	9606.ENSP00000266503	9606.ENSP00000355319	0	0	0	0	0	0.760	0	0.431	0.858
ARNTL2	ARNTL	9606.ENSP00000266503	9606.ENSP00000384517	0	0	0.062	0.930	0.042	0.777	0.540	0.455	0.940
ARNTL2	NPAS2	9606.ENSP00000266503	9606.ENSP00000338283	0	0	0.112	0.612	0.093	0.890	0.540	0.953	0.997
ARNTL2	CLOCK	9606.ENSP00000266503	9606.ENSP00000426983	0	0	0	0.622	0.086	0.891	0.900	0.962	0.999
BHLHE40	CRY1	9606.ENSP00000256495	9606.ENSP00000008527	0	0	0	0	0.085	0.289	0	0.956	0.969
BHLHE40	BHLHE41	9606.ENSP00000256495	9606.ENSP00000242728	0	0	0	0.832	0.116	0.449	0.900	0.475	0.971
BHLHE40	NR1D1	9606.ENSP00000256495	9606.ENSP00000246672	0	0	0	0	0.067	0.046	0	0.927	0.929
BHLHE40	PER2	9606.ENSP00000256495	9606.ENSP00000254657	0	0	0	0	0.125	0.276	0	0.935	0.955
BHLHE40	TIMELESS	9606.ENSP00000256495	9606.ENSP00000450607	0	0	0	0	0	0	0	0.708	0.708
BHLHE40	TPTEP2-CSNK1E	9606.ENSP00000256495	9606.ENSP00000383067	0	0	0	0	0	0.092	0	0.748	0.761
BHLHE40	RXRA	9606.ENSP00000256495	9606.ENSP00000419692	0	0	0	0	0.086	0.592	0	0.477	0.788
BHLHE40	RORC	9606.ENSP00000256495	9606.ENSP00000327025	0	0	0	0	0	0.242	0	0.796	0.838
BHLHE40	CSNK1E	9606.ENSP00000256495	9606.ENSP00000380044	0	0	0	0	0.056	0.231	0	0.830	0.865
BHLHE40	RORA	9606.ENSP00000256495	9606.ENSP00000261523	0	0	0	0	0.067	0	0	0.868	0.872
BHLHE40	CRY2	9606.ENSP00000256495	9606.ENSP00000478187	0	0	0	0	0.076	0.296	0	0.833	0.882
BHLHE40	RORB	9606.ENSP00000256495	9606.ENSP00000366093	0	0	0	0	0	0.225	0	0.856	0.883
BHLHE40	NR1D2	9606.ENSP00000256495	9606.ENSP00000310006	0	0	0	0	0.111	0.186	0	0.889	0.913
BHLHE40	PER3	9606.ENSP00000256495	9606.ENSP00000482093	0	0	0	0	0.106	0.141	0	0.917	0.930
BHLHE40	NFIL3	9606.ENSP00000256495	9606.ENSP00000297689	0	0	0	0	0.105	0.340	0	0.901	0.936
BHLHE40	CLOCK	9606.ENSP00000256495	9606.ENSP00000426983	0	0	0	0	0	0.279	0.500	0.844	0.939
BHLHE40	NPAS2	9606.ENSP00000256495	9606.ENSP00000338283	0	0	0	0	0.042	0.363	0.500	0.920	0.972
BHLHE40	ARNTL	9606.ENSP00000256495	9606.ENSP00000384517	0	0	0	0	0.058	0.232	0.500	0.964	0.985
BHLHE41	CRY1	9606.ENSP00000242728	9606.ENSP00000008527	0	0	0	0	0	0.521	0	0.957	0.978
BHLHE41	PER1	9606.ENSP00000242728	9606.ENSP00000314420	0	0	0	0	0	0.457	0	0.504	0.719
BHLHE41	TPTEP2-CSNK1E	9606.ENSP00000242728	9606.ENSP00000383067	0	0	0	0	0	0.264	0	0.660	0.739
BHLHE41	TIMELESS	9606.ENSP00000242728	9606.ENSP00000450607	0	0	0	0	0	0	0	0.744	0.744
BHLHE41	RORC	9606.ENSP00000242728	9606.ENSP00000327025	0	0	0	0	0	0.175	0	0.812	0.838
BHLHE41	RORB	9606.ENSP00000242728	9606.ENSP00000366093	0	0	0	0	0	0	0	0.856	0.856
BHLHE41	CSNK1E	9606.ENSP00000242728	9606.ENSP00000380044	0	0	0	0	0	0.413	0	0.800	0.878
BHLHE41	RORA	9606.ENSP00000242728	9606.ENSP00000261523	0	0	0	0	0.042	0.329	0	0.871	0.909
BHLHE41	NR1D2	9606.ENSP00000242728	9606.ENSP00000310006	0	0	0	0	0.062	0.045	0	0.918	0.920
BHLHE41	NR1D1	9606.ENSP00000242728	9606.ENSP00000246672	0	0	0	0	0.150	0.046	0	0.932	0.940
BHLHE41	CRY2	9606.ENSP00000242728	9606.ENSP00000478187	0	0	0	0	0	0.418	0	0.915	0.948
BHLHE41	PER3	9606.ENSP00000242728	9606.ENSP00000482093	0	0	0	0	0.067	0.457	0	0.927	0.960
BHLHE41	CLOCK	9606.ENSP00000242728	9606.ENSP00000426983	0	0	0	0	0	0.332	0.500	0.914	0.969
BHLHE41	NPAS2	9606.ENSP00000242728	9606.ENSP00000338283	0	0	0	0	0.056	0.189	0.500	0.929	0.969
BHLHE41	BHLHE40	9606.ENSP00000242728	9606.ENSP00000256495	0	0	0	0.832	0.116	0.449	0.900	0.475	0.971
BHLHE41	ARNTL	9606.ENSP00000242728	9606.ENSP00000384517	0	0	0	0	0	0.089	0.500	0.978	0.989
BHLHE41	NFIL3	9606.ENSP00000242728	9606.ENSP00000297689	0	0	0	0	0	0.057	0.900	0.893	0.989
BHLHE41	PER2	9606.ENSP00000242728	9606.ENSP00000254657	0	0	0	0	0.044	0.968	0.750	0.952	0.999
BTRC	CRY1	9606.ENSP00000359206	9606.ENSP00000008527	0	0	0	0	0.074	0.292	0.500	0.653	0.871
BTRC	PER2	9606.ENSP00000359206	9606.ENSP00000254657	0	0	0	0	0	0.720	0.900	0.773	0.993
BTRC	EP300	9606.ENSP00000359206	9606.ENSP00000263253	0	0	0	0	0.082	0.292	0	0.634	0.741
BTRC	PER1	9606.ENSP00000359206	9606.ENSP00000314420	0	0	0	0	0.049	0.560	0.900	0.217	0.962
BTRC	FBXL3	9606.ENSP00000359206	9606.ENSP00000347834	0	0	0	0	0.060	0	0	0.750	0.755
BTRC	CLOCK	9606.ENSP00000359206	9606.ENSP00000426983	0	0	0	0	0.060	0	0.500	0.595	0.793
BTRC	CSNK1D	9606.ENSP00000359206	9606.ENSP00000381531	0	0	0	0	0.108	0.159	0.500	0.523	0.797
BTRC	CSNK1E	9606.ENSP00000359206	9606.ENSP00000380044	0	0	0	0	0.108	0.225	0.500	0.498	0.803
BTRC	ARNTL	9606.ENSP00000359206	9606.ENSP00000384517	0	0	0	0	0.049	0	0.500	0.638	0.813
BTRC	CRY2	9606.ENSP00000359206	9606.ENSP00000478187	0	0	0	0	0.067	0.292	0.500	0.631	0.862
BTRC	PER3	9606.ENSP00000359206	9606.ENSP00000482093	0	0	0	0	0.060	0.139	0.900	0.257	0.931
CIPC	ARNTL2	9606.ENSP00000355319	9606.ENSP00000266503	0	0	0	0	0	0.760	0	0.431	0.858
CIPC	NPAS2	9606.ENSP00000355319	9606.ENSP00000338283	0	0	0	0	0	0.711	0	0.344	0.802
CIPC	ARNTL	9606.ENSP00000355319	9606.ENSP00000384517	0	0	0	0	0.049	0.639	0	0.379	0.768
CIPC	CLOCK	9606.ENSP00000355319	9606.ENSP00000426983	0	0	0	0	0.050	0.877	0	0.306	0.912
CLOCK	CRY1	9606.ENSP00000426983	9606.ENSP00000008527	0	0	0	0	0.057	0.836	0.900	0.995	0.999
CLOCK	SIRT1	9606.ENSP00000426983	9606.ENSP00000212015	0	0	0	0	0.049	0.335	0.750	0.994	0.999
CLOCK	DBP	9606.ENSP00000426983	9606.ENSP00000222122	0	0	0	0	0	0.389	0.500	0.608	0.870
CLOCK	NAMPT	9606.ENSP00000426983	9606.ENSP00000222553	0	0	0	0	0.067	0	0.500	0.821	0.909
CLOCK	SERPINE1	9606.ENSP00000426983	9606.ENSP00000223095	0	0	0	0	0	0	0.750	0.247	0.803
CLOCK	BHLHE41	9606.ENSP00000426983	9606.ENSP00000242728	0	0	0	0	0	0.332	0.500	0.914	0.969
CLOCK	NR1D1	9606.ENSP00000426983	9606.ENSP00000246672	0	0	0	0	0.072	0	0.500	0.951	0.975
CLOCK	RARA	9606.ENSP00000426983	9606.ENSP00000254066	0	0	0	0	0	0.396	0	0.796	0.871
CLOCK	PER2	9606.ENSP00000426983	9606.ENSP00000254657	0	0	0	0.549	0	0.742	0.900	0.714	0.991
CLOCK	BHLHE40	9606.ENSP00000426983	9606.ENSP00000256495	0	0	0	0	0	0.279	0.500	0.844	0.939
CLOCK	RORA	9606.ENSP00000426983	9606.ENSP00000261523	0	0	0	0	0	0.113	0.500	0.840	0.923
CLOCK	CREBBP	9606.ENSP00000426983	9606.ENSP00000262367	0	0	0	0	0.052	0.345	0	0.964	0.976
CLOCK	EP300	9606.ENSP00000426983	9606.ENSP00000263253	0	0	0	0	0.052	0.345	0.500	0.982	0.994
CLOCK	KAT2B	9606.ENSP00000426983	9606.ENSP00000263754	0	0	0	0	0	0.299	0	0.766	0.829
CLOCK	PPARGC1A	9606.ENSP00000426983	9606.ENSP00000264867	0	0	0	0	0	0	0.500	0.458	0.717
CLOCK	ARNTL2	9606.ENSP00000426983	9606.ENSP00000266503	0	0	0	0.622	0.086	0.891	0.900	0.962	0.999
CLOCK	NOCT	9606.ENSP00000426983	9606.ENSP00000280614	0	0	0	0	0	0	0.500	0.555	0.768
CLOCK	NFIL3	9606.ENSP00000426983	9606.ENSP00000297689	0	0	0	0	0	0.071	0	0.866	0.870
CLOCK	NR1D2	9606.ENSP00000426983	9606.ENSP00000310006	0	0	0	0	0.067	0.571	0	0.886	0.950
CLOCK	PER1	9606.ENSP00000426983	9606.ENSP00000314420	0	0	0	0.550	0	0.746	0.500	0.374	0.913
CLOCK	EZH2	9606.ENSP00000426983	9606.ENSP00000320147	0	0	0	0	0.055	0.091	0	0.690	0.710
CLOCK	RAI1	9606.ENSP00000426983	9606.ENSP00000323074	0	0	0	0	0	0	0.750	0.289	0.814
CLOCK	RORC	9606.ENSP00000426983	9606.ENSP00000327025	0	0	0	0	0	0.534	0	0.682	0.845
CLOCK	SIRT6	9606.ENSP00000426983	9606.ENSP00000337332	0	0	0	0	0	0.068	0	0.757	0.764
CLOCK	NPAS2	9606.ENSP00000426983	9606.ENSP00000338283	0	0	0	0.930	0	0.739	0.900	0.943	0.998
CLOCK	FBXL3	9606.ENSP00000426983	9606.ENSP00000347834	0	0	0	0	0.074	0	0.500	0.864	0.931
CLOCK	WDR5	9606.ENSP00000426983	9606.ENSP00000351446	0	0	0	0	0	0	0	0.716	0.716
CLOCK	CIPC	9606.ENSP00000426983	9606.ENSP00000355319	0	0	0	0	0.050	0.877	0	0.306	0.912
CLOCK	BTRC	9606.ENSP00000426983	9606.ENSP00000359206	0	0	0	0	0.060	0	0.500	0.595	0.793
CLOCK	RORB	9606.ENSP00000426983	9606.ENSP00000366093	0	0	0	0	0	0.534	0	0.843	0.924
CLOCK	CSNK1E	9606.ENSP00000426983	9606.ENSP00000380044	0	0	0	0	0	0.558	0.900	0.887	0.994
CLOCK	CSNK1D	9606.ENSP00000426983	9606.ENSP00000381531	0	0	0	0	0	0.159	0.900	0.678	0.970
CLOCK	KDM5A	9606.ENSP00000426983	9606.ENSP00000382688	0	0	0	0	0.049	0	0	0.983	0.983
CLOCK	KDM1A	9606.ENSP00000426983	9606.ENSP00000383042	0	0	0	0	0.047	0.139	0	0.885	0.897
CLOCK	TPTEP2-CSNK1E	9606.ENSP00000426983	9606.ENSP00000383067	0	0	0	0	0	0.159	0	0.817	0.839
CLOCK	ARNTL	9606.ENSP00000426983	9606.ENSP00000384517	0	0	0	0.645	0.117	0.994	0.800	0.991	0.999
CLOCK	PPARA	9606.ENSP00000426983	9606.ENSP00000385523	0	0	0	0	0.055	0.183	0.500	0.461	0.764
CLOCK	RXRA	9606.ENSP00000426983	9606.ENSP00000419692	0	0	0	0	0	0.396	0	0.777	0.860
CLOCK	PER3	9606.ENSP00000426983	9606.ENSP00000482093	0	0	0	0.551	0.074	0.746	0	0.479	0.866
CLOCK	TIMELESS	9606.ENSP00000426983	9606.ENSP00000450607	0	0	0	0	0.067	0.129	0	0.948	0.954
CLOCK	CRY2	9606.ENSP00000426983	9606.ENSP00000478187	0	0	0	0	0.055	0.796	0.900	0.984	0.999
CREBBP	SIRT1	9606.ENSP00000262367	9606.ENSP00000212015	0	0	0	0	0.088	0.101	0	0.724	0.754
CREBBP	RARA	9606.ENSP00000262367	9606.ENSP00000254066	0	0	0	0	0.075	0.533	0	0.763	0.889
CREBBP	KDM5A	9606.ENSP00000262367	9606.ENSP00000382688	0	0	0	0	0.298	0	0	0.591	0.701
CREBBP	EZH2	9606.ENSP00000262367	9606.ENSP00000320147	0	0	0	0	0.067	0.091	0.500	0.622	0.818
CREBBP	PPARA	9606.ENSP00000262367	9606.ENSP00000385523	0	0	0	0	0	0.354	0.500	0.539	0.838
CREBBP	PPARGC1A	9606.ENSP00000262367	9606.ENSP00000264867	0	0	0	0	0.063	0.292	0	0.805	0.860
CREBBP	CLOCK	9606.ENSP00000262367	9606.ENSP00000426983	0	0	0	0	0.052	0.345	0	0.964	0.976
CREBBP	RXRA	9606.ENSP00000262367	9606.ENSP00000419692	0	0	0	0	0.081	0.859	0.650	0.563	0.977
CREBBP	ARNTL	9606.ENSP00000262367	9606.ENSP00000384517	0	0	0	0	0.060	0.544	0	0.965	0.983
CREBBP	KAT2B	9606.ENSP00000262367	9606.ENSP00000263754	0	0	0	0	0.049	0.793	0.900	0.992	0.999
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0.062	0.956	0.839	0.782	0.900	0.983	0.999
CRY1	ARNTL2	9606.ENSP00000008527	9606.ENSP00000266503	0	0	0	0	0.086	0.397	0	0.773	0.864
CRY1	BTRC	9606.ENSP00000008527	9606.ENSP00000359206	0	0	0	0	0.074	0.292	0.500	0.653	0.871
CRY1	RORC	9606.ENSP00000008527	9606.ENSP00000327025	0	0	0	0	0	0.095	0	0.863	0.871
CRY1	RORB	9606.ENSP00000008527	9606.ENSP00000366093	0	0	0	0	0	0.076	0	0.919	0.922
CRY1	RORA	9606.ENSP00000008527	9606.ENSP00000261523	0	0	0	0	0.074	0.095	0	0.929	0.935
CRY1	NFIL3	9606.ENSP00000008527	9606.ENSP00000297689	0	0	0	0	0.117	0	0	0.940	0.945
CRY1	TPTEP2-CSNK1E	9606.ENSP00000008527	9606.ENSP00000383067	0	0	0	0	0	0.825	0	0.789	0.961
CRY1	NR1D2	9606.ENSP00000008527	9606.ENSP00000310006	0	0	0	0	0.084	0.359	0	0.948	0.967
CRY1	BHLHE40	9606.ENSP00000008527	9606.ENSP00000256495	0	0	0	0	0.085	0.289	0	0.956	0.969
CRY1	NR1D1	9606.ENSP00000008527	9606.ENSP00000246672	0	0	0	0	0.042	0	0	0.976	0.976
CRY1	BHLHE41	9606.ENSP00000008527	9606.ENSP00000242728	0	0	0	0	0	0.521	0	0.957	0.978
CRY1	CSNK1D	9606.ENSP00000008527	9606.ENSP00000381531	0	0	0	0	0.042	0.766	0.800	0.864	0.993
CRY1	TIMELESS	9606.ENSP00000008527	9606.ENSP00000450607	0	0	0	0	0.042	0.430	0	0.995	0.997
CRY1	PER1	9606.ENSP00000008527	9606.ENSP00000314420	0	0	0	0	0.070	0.989	0.500	0.822	0.998
CRY1	NPAS2	9606.ENSP00000008527	9606.ENSP00000338283	0	0	0	0	0.055	0.697	0.900	0.976	0.999
CRY1	CRY2	9606.ENSP00000008527	9606.ENSP00000478187	0	0	0.053	0.975	0.049	0.986	0.900	0.553	0.999
CRY1	CLOCK	9606.ENSP00000008527	9606.ENSP00000426983	0	0	0	0	0.057	0.836	0.900	0.995	0.999
CRY1	ARNTL	9606.ENSP00000008527	9606.ENSP00000384517	0	0	0	0	0.116	0.982	0.900	0.998	0.999
CRY1	FBXL3	9606.ENSP00000008527	9606.ENSP00000347834	0	0	0	0	0.066	0.875	0.900	0.995	0.999
CRY1	CSNK1E	9606.ENSP00000008527	9606.ENSP00000380044	0	0	0	0	0.047	0.968	0.800	0.938	0.999
CRY1	PER2	9606.ENSP00000008527	9606.ENSP00000254657	0	0	0	0	0.069	0.992	0.800	0.999	0.999
CRY1	PER3	9606.ENSP00000008527	9606.ENSP00000482093	0	0	0	0	0.065	0.954	0	0.990	0.999
CRY2	CRY1	9606.ENSP00000478187	9606.ENSP00000008527	0	0	0.053	0.975	0.049	0.986	0.900	0.553	0.999
CRY2	BHLHE41	9606.ENSP00000478187	9606.ENSP00000242728	0	0	0	0	0	0.418	0	0.915	0.948
CRY2	NR1D1	9606.ENSP00000478187	9606.ENSP00000246672	0	0	0	0	0.085	0	0	0.946	0.949
CRY2	PER2	9606.ENSP00000478187	9606.ENSP00000254657	0	0	0	0	0.115	0.991	0.800	0.997	0.999
CRY2	BHLHE40	9606.ENSP00000478187	9606.ENSP00000256495	0	0	0	0	0.076	0.296	0	0.833	0.882
CRY2	RORA	9606.ENSP00000478187	9606.ENSP00000261523	0	0	0	0	0.054	0.087	0	0.826	0.837
CRY2	ARNTL2	9606.ENSP00000478187	9606.ENSP00000266503	0	0	0	0	0.084	0.303	0	0.775	0.844
CRY2	NFIL3	9606.ENSP00000478187	9606.ENSP00000297689	0	0	0	0	0.099	0	0	0.859	0.867
CRY2	NR1D2	9606.ENSP00000478187	9606.ENSP00000310006	0	0	0	0	0.087	0	0	0.896	0.901
CRY2	PER1	9606.ENSP00000478187	9606.ENSP00000314420	0	0	0	0	0.210	0.978	0.500	0.841	0.998
CRY2	RORC	9606.ENSP00000478187	9606.ENSP00000327025	0	0	0	0	0.047	0.087	0	0.683	0.700
CRY2	NPAS2	9606.ENSP00000478187	9606.ENSP00000338283	0	0	0	0	0.055	0.676	0.900	0.953	0.998
CRY2	FBXL3	9606.ENSP00000478187	9606.ENSP00000347834	0	0	0	0	0.049	0.967	0.900	0.980	0.999
CRY2	BTRC	9606.ENSP00000478187	9606.ENSP00000359206	0	0	0	0	0.067	0.292	0.500	0.631	0.862
CRY2	RORB	9606.ENSP00000478187	9606.ENSP00000366093	0	0	0	0	0.043	0.076	0	0.842	0.848
CRY2	CSNK1E	9606.ENSP00000478187	9606.ENSP00000380044	0	0	0	0	0.050	0.757	0.800	0.960	0.997
CRY2	CSNK1D	9606.ENSP00000478187	9606.ENSP00000381531	0	0	0	0	0.049	0.759	0.800	0.699	0.984
CRY2	TPTEP2-CSNK1E	9606.ENSP00000478187	9606.ENSP00000383067	0	0	0	0	0	0.223	0	0.839	0.870
CRY2	ARNTL	9606.ENSP00000478187	9606.ENSP00000384517	0	0	0	0	0.091	0.973	0.900	0.983	0.999
CRY2	CLOCK	9606.ENSP00000478187	9606.ENSP00000426983	0	0	0	0	0.055	0.796	0.900	0.984	0.999
CRY2	TIMELESS	9606.ENSP00000478187	9606.ENSP00000450607	0	0	0	0	0	0.579	0	0.992	0.996
CRY2	PER3	9606.ENSP00000478187	9606.ENSP00000482093	0	0	0	0	0.114	0.958	0	0.984	0.999
CSNK1D	CRY1	9606.ENSP00000381531	9606.ENSP00000008527	0	0	0	0	0.042	0.766	0.800	0.864	0.993
CSNK1D	PER2	9606.ENSP00000381531	9606.ENSP00000254657	0	0	0	0	0.047	0.826	0.900	0.835	0.996
CSNK1D	PER1	9606.ENSP00000381531	9606.ENSP00000314420	0	0	0	0	0.059	0.758	0.900	0.380	0.984
CSNK1D	NPAS2	9606.ENSP00000381531	9606.ENSP00000338283	0	0	0	0	0	0.159	0.900	0.659	0.968
CSNK1D	FBXL3	9606.ENSP00000381531	9606.ENSP00000347834	0	0	0	0	0.049	0.053	0.500	0.634	0.813
CSNK1D	BTRC	9606.ENSP00000381531	9606.ENSP00000359206	0	0	0	0	0.108	0.159	0.500	0.523	0.797
CSNK1D	CSNK1E	9606.ENSP00000381531	9606.ENSP00000380044	0	0	0.050	0.981	0.082	0.831	0.900	0.421	0.989
CSNK1D	CLOCK	9606.ENSP00000381531	9606.ENSP00000426983	0	0	0	0	0	0.159	0.900	0.678	0.970
CSNK1D	ARNTL	9606.ENSP00000381531	9606.ENSP00000384517	0	0	0	0	0.056	0.176	0.900	0.719	0.975
CSNK1D	CRY2	9606.ENSP00000381531	9606.ENSP00000478187	0	0	0	0	0.049	0.759	0.800	0.699	0.984
CSNK1D	PER3	9606.ENSP00000381531	9606.ENSP00000482093	0	0	0	0	0	0.392	0.900	0.831	0.988
CSNK1E	CRY1	9606.ENSP00000380044	9606.ENSP00000008527	0	0	0	0	0.047	0.968	0.800	0.938	0.999
CSNK1E	BHLHE41	9606.ENSP00000380044	9606.ENSP00000242728	0	0	0	0	0	0.413	0	0.800	0.878
CSNK1E	NR1D1	9606.ENSP00000380044	9606.ENSP00000246672	0	0	0	0	0.047	0.056	0	0.824	0.828
CSNK1E	PER2	9606.ENSP00000380044	9606.ENSP00000254657	0	0	0	0	0.053	0.890	0.900	0.983	0.999
CSNK1E	BHLHE40	9606.ENSP00000380044	9606.ENSP00000256495	0	0	0	0	0.056	0.231	0	0.830	0.865
CSNK1E	RORA	9606.ENSP00000380044	9606.ENSP00000261523	0	0	0	0	0.043	0.378	0	0.804	0.873
CSNK1E	ARNTL2	9606.ENSP00000380044	9606.ENSP00000266503	0	0	0	0	0	0.129	0	0.742	0.766
CSNK1E	NR1D2	9606.ENSP00000380044	9606.ENSP00000310006	0	0	0	0	0.044	0.419	0	0.697	0.817
CSNK1E	PER1	9606.ENSP00000380044	9606.ENSP00000314420	0	0	0	0	0.084	0.897	0.900	0.672	0.996
CSNK1E	NPAS2	9606.ENSP00000380044	9606.ENSP00000338283	0	0	0	0	0.055	0.159	0.900	0.880	0.989
CSNK1E	FBXL3	9606.ENSP00000380044	9606.ENSP00000347834	0	0	0	0	0	0.053	0.500	0.760	0.876
CSNK1E	BTRC	9606.ENSP00000380044	9606.ENSP00000359206	0	0	0	0	0.108	0.225	0.500	0.498	0.803
CSNK1E	TIMELESS	9606.ENSP00000380044	9606.ENSP00000450607	0	0	0	0	0.056	0.098	0	0.832	0.844
CSNK1E	TPTEP2-CSNK1E	9606.ENSP00000380044	9606.ENSP00000383067	0	0	0.047	0.987	0	0.900	0	0.042	0.900
CSNK1E	CSNK1D	9606.ENSP00000380044	9606.ENSP00000381531	0	0	0.050	0.981	0.082	0.831	0.900	0.421	0.989
CSNK1E	PER3	9606.ENSP00000380044	9606.ENSP00000482093	0	0	0	0	0	0.551	0.900	0.880	0.994
