#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BHLHE41	PER3	9606.ENSP00000242728	9606.ENSP00000482093	0	0	0	0	0.067	0.457	0	0.927	0.960
BHLHE41	CLOCK	9606.ENSP00000242728	9606.ENSP00000426983	0	0	0	0	0	0.332	0.500	0.914	0.969
BHLHE41	NPAS2	9606.ENSP00000242728	9606.ENSP00000338283	0	0	0	0	0.056	0.189	0.500	0.929	0.969
BHLHE41	BHLHE40	9606.ENSP00000242728	9606.ENSP00000256495	0	0	0	0.832	0.116	0.449	0.900	0.475	0.971
BHLHE41	ARNTL	9606.ENSP00000242728	9606.ENSP00000384517	0	0	0	0	0	0.089	0.500	0.978	0.989
BHLHE41	NFIL3	9606.ENSP00000242728	9606.ENSP00000297689	0	0	0	0	0	0.057	0.900	0.893	0.989
BHLHE41	PER2	9606.ENSP00000242728	9606.ENSP00000254657	0	0	0	0	0.044	0.968	0.750	0.952	0.999
CLOCK	CRY1	9606.ENSP00000426983	9606.ENSP00000008527	0	0	0	0	0.057	0.836	0.900	0.995	0.999
CLOCK	BHLHE41	9606.ENSP00000426983	9606.ENSP00000242728	0	0	0	0	0	0.332	0.500	0.914	0.969
CLOCK	PER2	9606.ENSP00000426983	9606.ENSP00000254657	0	0	0	0.549	0	0.742	0.900	0.714	0.991
CLOCK	BHLHE40	9606.ENSP00000426983	9606.ENSP00000256495	0	0	0	0	0	0.279	0.500	0.844	0.939
CLOCK	NFIL3	9606.ENSP00000426983	9606.ENSP00000297689	0	0	0	0	0	0.071	0	0.866	0.870
CLOCK	NR1D2	9606.ENSP00000426983	9606.ENSP00000310006	0	0	0	0	0.067	0.571	0	0.886	0.950
CLOCK	PER1	9606.ENSP00000426983	9606.ENSP00000314420	0	0	0	0.550	0	0.746	0.500	0.374	0.913
CLOCK	NPAS2	9606.ENSP00000426983	9606.ENSP00000338283	0	0	0	0.930	0	0.739	0.900	0.943	0.998
CLOCK	CSNK1E	9606.ENSP00000426983	9606.ENSP00000380044	0	0	0	0	0	0.558	0.900	0.887	0.994
CLOCK	ARNTL	9606.ENSP00000426983	9606.ENSP00000384517	0	0	0	0.645	0.117	0.994	0.800	0.991	0.999
CLOCK	PER3	9606.ENSP00000426983	9606.ENSP00000482093	0	0	0	0.551	0.074	0.746	0	0.479	0.866
CLOCK	TIMELESS	9606.ENSP00000426983	9606.ENSP00000450607	0	0	0	0	0.067	0.129	0	0.948	0.954
CLOCK	CRY2	9606.ENSP00000426983	9606.ENSP00000478187	0	0	0	0	0.055	0.796	0.900	0.984	0.999
CRY1	TEF	9606.ENSP00000008527	9606.ENSP00000266304	0	0	0	0	0.104	0	0	0.703	0.722
CRY1	NFIL3	9606.ENSP00000008527	9606.ENSP00000297689	0	0	0	0	0.117	0	0	0.940	0.945
CRY1	NR1D2	9606.ENSP00000008527	9606.ENSP00000310006	0	0	0	0	0.084	0.359	0	0.948	0.967
CRY1	BHLHE40	9606.ENSP00000008527	9606.ENSP00000256495	0	0	0	0	0.085	0.289	0	0.956	0.969
CRY1	BHLHE41	9606.ENSP00000008527	9606.ENSP00000242728	0	0	0	0	0	0.521	0	0.957	0.978
CRY1	TIMELESS	9606.ENSP00000008527	9606.ENSP00000450607	0	0	0	0	0.042	0.430	0	0.995	0.997
CRY1	PER1	9606.ENSP00000008527	9606.ENSP00000314420	0	0	0	0	0.070	0.989	0.500	0.822	0.998
CRY1	NPAS2	9606.ENSP00000008527	9606.ENSP00000338283	0	0	0	0	0.055	0.697	0.900	0.976	0.999
CRY1	CRY2	9606.ENSP00000008527	9606.ENSP00000478187	0	0	0.053	0.975	0.049	0.986	0.900	0.553	0.999
CRY1	CLOCK	9606.ENSP00000008527	9606.ENSP00000426983	0	0	0	0	0.057	0.836	0.900	0.995	0.999
CRY1	ARNTL	9606.ENSP00000008527	9606.ENSP00000384517	0	0	0	0	0.116	0.982	0.900	0.998	0.999
CRY1	CSNK1E	9606.ENSP00000008527	9606.ENSP00000380044	0	0	0	0	0.047	0.968	0.800	0.938	0.999
CRY1	PER2	9606.ENSP00000008527	9606.ENSP00000254657	0	0	0	0	0.069	0.992	0.800	0.999	0.999
CRY1	PER3	9606.ENSP00000008527	9606.ENSP00000482093	0	0	0	0	0.065	0.954	0	0.990	0.999
CRY2	CRY1	9606.ENSP00000478187	9606.ENSP00000008527	0	0	0.053	0.975	0.049	0.986	0.900	0.553	0.999
CRY2	BHLHE41	9606.ENSP00000478187	9606.ENSP00000242728	0	0	0	0	0	0.418	0	0.915	0.948
CRY2	PER2	9606.ENSP00000478187	9606.ENSP00000254657	0	0	0	0	0.115	0.991	0.800	0.997	0.999
CRY2	BHLHE40	9606.ENSP00000478187	9606.ENSP00000256495	0	0	0	0	0.076	0.296	0	0.833	0.882
CRY2	TEF	9606.ENSP00000478187	9606.ENSP00000266304	0	0	0	0	0.217	0	0	0.662	0.724
CRY2	NFIL3	9606.ENSP00000478187	9606.ENSP00000297689	0	0	0	0	0.099	0	0	0.859	0.867
CRY2	NR1D2	9606.ENSP00000478187	9606.ENSP00000310006	0	0	0	0	0.087	0	0	0.896	0.901
CRY2	PER1	9606.ENSP00000478187	9606.ENSP00000314420	0	0	0	0	0.210	0.978	0.500	0.841	0.998
CRY2	NPAS2	9606.ENSP00000478187	9606.ENSP00000338283	0	0	0	0	0.055	0.676	0.900	0.953	0.998
CRY2	CSNK1E	9606.ENSP00000478187	9606.ENSP00000380044	0	0	0	0	0.050	0.757	0.800	0.960	0.997
CRY2	ARNTL	9606.ENSP00000478187	9606.ENSP00000384517	0	0	0	0	0.091	0.973	0.900	0.983	0.999
CRY2	CLOCK	9606.ENSP00000478187	9606.ENSP00000426983	0	0	0	0	0.055	0.796	0.900	0.984	0.999
CRY2	TIMELESS	9606.ENSP00000478187	9606.ENSP00000450607	0	0	0	0	0	0.579	0	0.992	0.996
CRY2	PER3	9606.ENSP00000478187	9606.ENSP00000482093	0	0	0	0	0.114	0.958	0	0.984	0.999
CSNK1E	CRY1	9606.ENSP00000380044	9606.ENSP00000008527	0	0	0	0	0.047	0.968	0.800	0.938	0.999
CSNK1E	BHLHE41	9606.ENSP00000380044	9606.ENSP00000242728	0	0	0	0	0	0.413	0	0.800	0.878
CSNK1E	PER2	9606.ENSP00000380044	9606.ENSP00000254657	0	0	0	0	0.053	0.890	0.900	0.983	0.999
CSNK1E	BHLHE40	9606.ENSP00000380044	9606.ENSP00000256495	0	0	0	0	0.056	0.231	0	0.830	0.865
CSNK1E	NR1D2	9606.ENSP00000380044	9606.ENSP00000310006	0	0	0	0	0.044	0.419	0	0.697	0.817
CSNK1E	PER1	9606.ENSP00000380044	9606.ENSP00000314420	0	0	0	0	0.084	0.897	0.900	0.672	0.996
CSNK1E	NPAS2	9606.ENSP00000380044	9606.ENSP00000338283	0	0	0	0	0.055	0.159	0.900	0.880	0.989
CSNK1E	TIMELESS	9606.ENSP00000380044	9606.ENSP00000450607	0	0	0	0	0.056	0.098	0	0.832	0.844
CSNK1E	PER3	9606.ENSP00000380044	9606.ENSP00000482093	0	0	0	0	0	0.551	0.900	0.880	0.994
CSNK1E	CLOCK	9606.ENSP00000380044	9606.ENSP00000426983	0	0	0	0	0	0.558	0.900	0.887	0.994
CSNK1E	ARNTL	9606.ENSP00000380044	9606.ENSP00000384517	0	0	0	0	0	0.696	0.900	0.927	0.997
CSNK1E	CRY2	9606.ENSP00000380044	9606.ENSP00000478187	0	0	0	0	0.050	0.757	0.800	0.960	0.997
NCOR1	ARNTL	9606.ENSP00000268712	9606.ENSP00000384517	0	0	0	0	0.044	0.046	0.500	0.463	0.722
NCOR1	NR1D2	9606.ENSP00000268712	9606.ENSP00000310006	0	0	0	0	0	0.952	0.500	0.702	0.992
NCOR1	NCOR2	9606.ENSP00000268712	9606.ENSP00000384018	0	0	0	0.846	0.122	0.622	0.800	0.985	0.998
NCOR2	NCOR1	9606.ENSP00000384018	9606.ENSP00000268712	0	0	0	0.846	0.122	0.622	0.800	0.985	0.998
NCOR2	NR1D2	9606.ENSP00000384018	9606.ENSP00000310006	0	0	0	0	0	0.189	0.500	0.655	0.848
NFIL3	CRY1	9606.ENSP00000297689	9606.ENSP00000008527	0	0	0	0	0.117	0	0	0.940	0.945
NFIL3	BHLHE41	9606.ENSP00000297689	9606.ENSP00000242728	0	0	0	0	0	0.057	0.900	0.893	0.989
NFIL3	PER2	9606.ENSP00000297689	9606.ENSP00000254657	0	0	0	0	0.070	0.092	0.750	0.954	0.989
NFIL3	BHLHE40	9606.ENSP00000297689	9606.ENSP00000256495	0	0	0	0	0.105	0.340	0	0.901	0.936
NFIL3	TIMELESS	9606.ENSP00000297689	9606.ENSP00000450607	0	0	0	0	0	0	0	0.753	0.753
NFIL3	CRY2	9606.ENSP00000297689	9606.ENSP00000478187	0	0	0	0	0.099	0	0	0.859	0.867
NFIL3	CLOCK	9606.ENSP00000297689	9606.ENSP00000426983	0	0	0	0	0	0.071	0	0.866	0.870
NFIL3	NPAS2	9606.ENSP00000297689	9606.ENSP00000338283	0	0	0	0	0	0.071	0	0.929	0.931
NFIL3	NR1D2	9606.ENSP00000297689	9606.ENSP00000310006	0	0	0	0	0.187	0.045	0	0.924	0.936
NFIL3	ARNTL	9606.ENSP00000297689	9606.ENSP00000384517	0	0	0	0	0.108	0.071	0	0.945	0.951
NFIL3	PER3	9606.ENSP00000297689	9606.ENSP00000482093	0	0	0	0	0.056	0.092	0	0.954	0.957
NPAS2	CRY1	9606.ENSP00000338283	9606.ENSP00000008527	0	0	0	0	0.055	0.697	0.900	0.976	0.999
NPAS2	BHLHE41	9606.ENSP00000338283	9606.ENSP00000242728	0	0	0	0	0.056	0.189	0.500	0.929	0.969
NPAS2	PER2	9606.ENSP00000338283	9606.ENSP00000254657	0	0	0	0.552	0.047	0.619	0.900	0.725	0.988
NPAS2	BHLHE40	9606.ENSP00000338283	9606.ENSP00000256495	0	0	0	0	0.042	0.363	0.500	0.920	0.972
NPAS2	NFIL3	9606.ENSP00000338283	9606.ENSP00000297689	0	0	0	0	0	0.071	0	0.929	0.931
NPAS2	NR1D2	9606.ENSP00000338283	9606.ENSP00000310006	0	0	0	0	0	0.183	0	0.938	0.947
NPAS2	PER1	9606.ENSP00000338283	9606.ENSP00000314420	0	0	0	0.552	0	0.746	0.500	0.354	0.910
NPAS2	TIMELESS	9606.ENSP00000338283	9606.ENSP00000450607	0	0	0	0	0.067	0.129	0	0.882	0.896
NPAS2	PER3	9606.ENSP00000338283	9606.ENSP00000482093	0	0	0	0.552	0	0.746	0	0.664	0.911
NPAS2	CSNK1E	9606.ENSP00000338283	9606.ENSP00000380044	0	0	0	0	0.055	0.159	0.900	0.880	0.989
NPAS2	CRY2	9606.ENSP00000338283	9606.ENSP00000478187	0	0	0	0	0.055	0.676	0.900	0.953	0.998
NPAS2	CLOCK	9606.ENSP00000338283	9606.ENSP00000426983	0	0	0	0.930	0	0.739	0.900	0.943	0.998
NPAS2	ARNTL	9606.ENSP00000338283	9606.ENSP00000384517	0	0	0	0.640	0.110	0.919	0.800	0.991	0.999
NR1D2	CRY1	9606.ENSP00000310006	9606.ENSP00000008527	0	0	0	0	0.084	0.359	0	0.948	0.967
NR1D2	BHLHE41	9606.ENSP00000310006	9606.ENSP00000242728	0	0	0	0	0.062	0.045	0	0.918	0.920
NR1D2	PER2	9606.ENSP00000310006	9606.ENSP00000254657	0	0	0	0	0.156	0.125	0	0.962	0.970
NR1D2	BHLHE40	9606.ENSP00000310006	9606.ENSP00000256495	0	0	0	0	0.111	0.186	0	0.889	0.913
NR1D2	TEF	9606.ENSP00000310006	9606.ENSP00000266304	0	0	0	0	0.343	0.045	0	0.688	0.787
NR1D2	NCOR1	9606.ENSP00000310006	9606.ENSP00000268712	0	0	0	0	0	0.952	0.500	0.702	0.992
NR1D2	NFIL3	9606.ENSP00000310006	9606.ENSP00000297689	0	0	0	0	0.187	0.045	0	0.924	0.936
NR1D2	PER1	9606.ENSP00000310006	9606.ENSP00000314420	0	0	0	0	0.124	0.125	0	0.642	0.702
NR1D2	TIMELESS	9606.ENSP00000310006	9606.ENSP00000450607	0	0	0	0	0	0	0	0.751	0.751
NR1D2	CSNK1E	9606.ENSP00000310006	9606.ENSP00000380044	0	0	0	0	0.044	0.419	0	0.697	0.817
NR1D2	NCOR2	9606.ENSP00000310006	9606.ENSP00000384018	0	0	0	0	0	0.189	0.500	0.655	0.848
NR1D2	CRY2	9606.ENSP00000310006	9606.ENSP00000478187	0	0	0	0	0.087	0	0	0.896	0.901
NR1D2	NPAS2	9606.ENSP00000310006	9606.ENSP00000338283	0	0	0	0	0	0.183	0	0.938	0.947
NR1D2	CLOCK	9606.ENSP00000310006	9606.ENSP00000426983	0	0	0	0	0.067	0.571	0	0.886	0.950
NR1D2	ARNTL	9606.ENSP00000310006	9606.ENSP00000384517	0	0	0	0	0.092	0.183	0	0.950	0.959
NR1D2	PER3	9606.ENSP00000310006	9606.ENSP00000482093	0	0	0	0	0.211	0.125	0	0.959	0.969
PER1	CRY1	9606.ENSP00000314420	9606.ENSP00000008527	0	0	0	0	0.070	0.989	0.500	0.822	0.998
PER1	BHLHE41	9606.ENSP00000314420	9606.ENSP00000242728	0	0	0	0	0	0.457	0	0.504	0.719
PER1	PER2	9606.ENSP00000314420	9606.ENSP00000254657	0	0	0.069	0.887	0.174	0.968	0.900	0.120	0.997
PER1	NR1D2	9606.ENSP00000314420	9606.ENSP00000310006	0	0	0	0	0.124	0.125	0	0.642	0.702
PER1	TIMELESS	9606.ENSP00000314420	9606.ENSP00000450607	0	0	0	0	0.113	0.591	0	0.717	0.888
PER1	NPAS2	9606.ENSP00000314420	9606.ENSP00000338283	0	0	0	0.552	0	0.746	0.500	0.354	0.910
PER1	CLOCK	9606.ENSP00000314420	9606.ENSP00000426983	0	0	0	0.550	0	0.746	0.500	0.374	0.913
PER1	ARNTL	9606.ENSP00000314420	9606.ENSP00000384517	0	0	0	0.569	0.044	0.954	0.500	0.403	0.985
PER1	CSNK1E	9606.ENSP00000314420	9606.ENSP00000380044	0	0	0	0	0.084	0.897	0.900	0.672	0.996
PER1	PER3	9606.ENSP00000314420	9606.ENSP00000482093	0	0	0	0.807	0.059	0.968	0.900	0.237	0.997
PER1	CRY2	9606.ENSP00000314420	9606.ENSP00000478187	0	0	0	0	0.210	0.978	0.500	0.841	0.998
PER2	CRY1	9606.ENSP00000254657	9606.ENSP00000008527	0	0	0	0	0.069	0.992	0.800	0.999	0.999
PER2	BHLHE41	9606.ENSP00000254657	9606.ENSP00000242728	0	0	0	0	0.044	0.968	0.750	0.952	0.999
PER2	TEF	9606.ENSP00000254657	9606.ENSP00000266304	0	0	0	0	0.199	0.092	0	0.711	0.772
PER2	TIMELESS	9606.ENSP00000254657	9606.ENSP00000450607	0	0	0	0	0.113	0.591	0	0.871	0.949
PER2	BHLHE40	9606.ENSP00000254657	9606.ENSP00000256495	0	0	0	0	0.125	0.276	0	0.935	0.955
PER2	NR1D2	9606.ENSP00000254657	9606.ENSP00000310006	0	0	0	0	0.156	0.125	0	0.962	0.970
PER2	NPAS2	9606.ENSP00000254657	9606.ENSP00000338283	0	0	0	0.552	0.047	0.619	0.900	0.725	0.988
PER2	NFIL3	9606.ENSP00000254657	9606.ENSP00000297689	0	0	0	0	0.070	0.092	0.750	0.954	0.989
PER2	CLOCK	9606.ENSP00000254657	9606.ENSP00000426983	0	0	0	0.549	0	0.742	0.900	0.714	0.991
PER2	PER1	9606.ENSP00000254657	9606.ENSP00000314420	0	0	0.069	0.887	0.174	0.968	0.900	0.120	0.997
PER2	ARNTL	9606.ENSP00000254657	9606.ENSP00000384517	0	0	0	0.575	0	0.963	0.900	0.482	0.997
PER2	PER3	9606.ENSP00000254657	9606.ENSP00000482093	0	0	0	0.800	0.177	0.963	0.900	0.562	0.998
PER2	CSNK1E	9606.ENSP00000254657	9606.ENSP00000380044	0	0	0	0	0.053	0.890	0.900	0.983	0.999
PER2	CRY2	9606.ENSP00000254657	9606.ENSP00000478187	0	0	0	0	0.115	0.991	0.800	0.997	0.999
PER3	CRY1	9606.ENSP00000482093	9606.ENSP00000008527	0	0	0	0	0.065	0.954	0	0.990	0.999
PER3	BHLHE41	9606.ENSP00000482093	9606.ENSP00000242728	0	0	0	0	0.067	0.457	0	0.927	0.960
PER3	PER2	9606.ENSP00000482093	9606.ENSP00000254657	0	0	0	0.800	0.177	0.963	0.900	0.562	0.998
PER3	BHLHE40	9606.ENSP00000482093	9606.ENSP00000256495	0	0	0	0	0.106	0.141	0	0.917	0.930
PER3	TEF	9606.ENSP00000482093	9606.ENSP00000266304	0	0	0	0	0.374	0.092	0	0.712	0.822
PER3	NFIL3	9606.ENSP00000482093	9606.ENSP00000297689	0	0	0	0	0.056	0.092	0	0.954	0.957
PER3	NR1D2	9606.ENSP00000482093	9606.ENSP00000310006	0	0	0	0	0.211	0.125	0	0.959	0.969
PER3	PER1	9606.ENSP00000482093	9606.ENSP00000314420	0	0	0	0.807	0.059	0.968	0.900	0.237	0.997
PER3	NPAS2	9606.ENSP00000482093	9606.ENSP00000338283	0	0	0	0.552	0	0.746	0	0.664	0.911
PER3	CSNK1E	9606.ENSP00000482093	9606.ENSP00000380044	0	0	0	0	0	0.551	0.900	0.880	0.994
PER3	ARNTL	9606.ENSP00000482093	9606.ENSP00000384517	0	0	0	0.575	0.049	0.954	0	0.600	0.980
PER3	CLOCK	9606.ENSP00000482093	9606.ENSP00000426983	0	0	0	0.551	0.074	0.746	0	0.479	0.866
PER3	TIMELESS	9606.ENSP00000482093	9606.ENSP00000450607	0	0	0	0	0.113	0.591	0	0.893	0.957
PER3	CRY2	9606.ENSP00000482093	9606.ENSP00000478187	0	0	0	0	0.114	0.958	0	0.984	0.999
TEF	CRY1	9606.ENSP00000266304	9606.ENSP00000008527	0	0	0	0	0.104	0	0	0.703	0.722
TEF	PER2	9606.ENSP00000266304	9606.ENSP00000254657	0	0	0	0	0.199	0.092	0	0.711	0.772
TEF	CRY2	9606.ENSP00000266304	9606.ENSP00000478187	0	0	0	0	0.217	0	0	0.662	0.724
TEF	ARNTL	9606.ENSP00000266304	9606.ENSP00000384517	0	0	0	0	0.049	0.071	0	0.736	0.747
TEF	NR1D2	9606.ENSP00000266304	9606.ENSP00000310006	0	0	0	0	0.343	0.045	0	0.688	0.787
TEF	PER3	9606.ENSP00000266304	9606.ENSP00000482093	0	0	0	0	0.374	0.092	0	0.712	0.822
TIMELESS	CRY1	9606.ENSP00000450607	9606.ENSP00000008527	0	0	0	0	0.042	0.430	0	0.995	0.997
TIMELESS	BHLHE41	9606.ENSP00000450607	9606.ENSP00000242728	0	0	0	0	0	0	0	0.744	0.744
TIMELESS	PER2	9606.ENSP00000450607	9606.ENSP00000254657	0	0	0	0	0.113	0.591	0	0.871	0.949
TIMELESS	BHLHE40	9606.ENSP00000450607	9606.ENSP00000256495	0	0	0	0	0	0	0	0.708	0.708
TIMELESS	NFIL3	9606.ENSP00000450607	9606.ENSP00000297689	0	0	0	0	0	0	0	0.753	0.753
TIMELESS	NR1D2	9606.ENSP00000450607	9606.ENSP00000310006	0	0	0	0	0	0	0	0.751	0.751
TIMELESS	PER1	9606.ENSP00000450607	9606.ENSP00000314420	0	0	0	0	0.113	0.591	0	0.717	0.888
TIMELESS	NPAS2	9606.ENSP00000450607	9606.ENSP00000338283	0	0	0	0	0.067	0.129	0	0.882	0.896
TIMELESS	CSNK1E	9606.ENSP00000450607	9606.ENSP00000380044	0	0	0	0	0.056	0.098	0	0.832	0.844
TIMELESS	ARNTL	9606.ENSP00000450607	9606.ENSP00000384517	0	0	0	0	0	0.129	0	0.897	0.906
TIMELESS	CLOCK	9606.ENSP00000450607	9606.ENSP00000426983	0	0	0	0	0.067	0.129	0	0.948	0.954
TIMELESS	PER3	9606.ENSP00000450607	9606.ENSP00000482093	0	0	0	0	0.113	0.591	0	0.893	0.957
TIMELESS	CRY2	9606.ENSP00000450607	9606.ENSP00000478187	0	0	0	0	0	0.579	0	0.992	0.996
