#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FABP5	CD36	9606.ENSP00000297258	9606.ENSP00000415743	0	0	0	0	0.140	0	0	0.744	0.770
FABP5	PPARD	9606.ENSP00000297258	9606.ENSP00000310928	0	0	0	0	0.044	0.050	0.500	0.977	0.988
HDAC1	NFKB1	9606.ENSP00000362649	9606.ENSP00000226574	0	0	0	0	0.058	0.841	0	0.981	0.996
HDAC1	NCOR1	9606.ENSP00000362649	9606.ENSP00000268712	0	0	0	0	0.081	0.435	0.800	0.996	0.999
HDAC1	PPARG	9606.ENSP00000362649	9606.ENSP00000287820	0	0	0	0	0	0.516	0.500	0.456	0.857
HDAC1	PPARD	9606.ENSP00000362649	9606.ENSP00000310928	0	0	0	0	0	0.512	0	0.521	0.756
HDAC1	KLF5	9606.ENSP00000362649	9606.ENSP00000366915	0	0	0	0	0	0.328	0	0.587	0.711
HDAC1	RXRA	9606.ENSP00000362649	9606.ENSP00000419692	0	0	0	0	0.127	0.045	0.650	0.261	0.755
HDAC1	NCOR2	9606.ENSP00000362649	9606.ENSP00000384018	0	0	0	0	0.049	0.701	0.800	0.995	0.999
INS	PDK4	9606.ENSP00000380432	9606.ENSP00000005178	0	0	0	0	0	0	0	0.777	0.777
INS	NFKB1	9606.ENSP00000380432	9606.ENSP00000226574	0	0	0	0	0	0	0	0.875	0.875
INS	FABP4	9606.ENSP00000380432	9606.ENSP00000256104	0	0	0	0	0.071	0	0	0.730	0.739
INS	SCARB1	9606.ENSP00000380432	9606.ENSP00000261693	0	0	0	0	0	0	0	0.727	0.727
INS	UCP1	9606.ENSP00000380432	9606.ENSP00000262999	0	0	0	0	0.049	0	0	0.867	0.868
INS	PPARGC1A	9606.ENSP00000380432	9606.ENSP00000264867	0	0	0	0	0	0	0.400	0.888	0.930
INS	SCARB2	9606.ENSP00000380432	9606.ENSP00000264896	0	0	0	0	0	0	0	0.722	0.722
INS	PPARG	9606.ENSP00000380432	9606.ENSP00000287820	0	0	0	0	0	0	0	0.944	0.944
INS	PPARD	9606.ENSP00000380432	9606.ENSP00000310928	0	0	0	0	0	0	0	0.715	0.715
INS	LEP	9606.ENSP00000380432	9606.ENSP00000312652	0	0	0	0	0	0	0	0.985	0.985
INS	SLC2A4	9606.ENSP00000380432	9606.ENSP00000320935	0	0	0	0	0.052	0	0	0.977	0.977
INS	CD36	9606.ENSP00000380432	9606.ENSP00000415743	0	0	0	0	0	0	0	0.741	0.741
INS	UCP2	9606.ENSP00000380432	9606.ENSP00000499695	0	0	0	0	0	0	0	0.814	0.814
INS	PPARA	9606.ENSP00000380432	9606.ENSP00000385523	0	0	0	0	0	0	0	0.898	0.898
KLF5	NFKB1	9606.ENSP00000366915	9606.ENSP00000226574	0	0	0	0	0.062	0.535	0	0.567	0.795
KLF5	PPARG	9606.ENSP00000366915	9606.ENSP00000287820	0	0	0	0	0.059	0.311	0.750	0.465	0.901
KLF5	PPARD	9606.ENSP00000366915	9606.ENSP00000310928	0	0	0	0	0.042	0.067	0	0.716	0.723
KLF5	HDAC1	9606.ENSP00000366915	9606.ENSP00000362649	0	0	0	0	0	0.328	0	0.587	0.711
KLF5	CPT1B	9606.ENSP00000366915	9606.ENSP00000379011	0	0	0	0	0	0	0	0.713	0.713
KLF5	RXRA	9606.ENSP00000366915	9606.ENSP00000419692	0	0	0	0	0.042	0.311	0.500	0.458	0.797
LEP	FABP4	9606.ENSP00000312652	9606.ENSP00000256104	0	0	0	0	0.208	0	0	0.763	0.804
LEP	UCP1	9606.ENSP00000312652	9606.ENSP00000262999	0	0	0	0	0.048	0	0	0.873	0.874
LEP	PPARGC1A	9606.ENSP00000312652	9606.ENSP00000264867	0	0	0	0	0	0	0.500	0.814	0.903
LEP	PPARG	9606.ENSP00000312652	9606.ENSP00000287820	0	0	0	0	0.112	0	0.500	0.894	0.948
LEP	PPARD	9606.ENSP00000312652	9606.ENSP00000310928	0	0	0	0	0.055	0	0	0.707	0.711
LEP	PPARA	9606.ENSP00000312652	9606.ENSP00000385523	0	0	0	0	0.055	0	0	0.836	0.839
LEP	SLC2A4	9606.ENSP00000312652	9606.ENSP00000320935	0	0	0	0	0.048	0	0	0.838	0.839
LEP	UCP2	9606.ENSP00000312652	9606.ENSP00000499695	0	0	0	0	0	0	0	0.885	0.885
LEP	INS	9606.ENSP00000312652	9606.ENSP00000380432	0	0	0	0	0	0	0	0.985	0.985
MED1	RARS1	9606.ENSP00000300651	9606.ENSP00000231572	0	0	0	0	0.296	0	0	0.685	0.769
MED1	PPARGC1A	9606.ENSP00000300651	9606.ENSP00000264867	0	0	0	0	0	0.292	0.500	0.558	0.830
MED1	NCOR1	9606.ENSP00000300651	9606.ENSP00000268712	0	0	0	0	0.100	0	0.500	0.613	0.811
MED1	PPARG	9606.ENSP00000300651	9606.ENSP00000287820	0	0	0	0	0	0.986	0.500	0.961	0.999
MED1	RXRG	9606.ENSP00000300651	9606.ENSP00000352900	0	0	0	0	0	0.179	0.650	0.069	0.709
MED1	PPARD	9606.ENSP00000300651	9606.ENSP00000310928	0	0	0	0	0.060	0.097	0.500	0.399	0.710
MED1	RXRB	9606.ENSP00000300651	9606.ENSP00000363817	0	0	0	0	0	0.179	0.650	0.149	0.734
MED1	NCOA2	9606.ENSP00000300651	9606.ENSP00000399968	0	0	0	0	0.148	0	0.400	0.594	0.774
MED1	NCOR2	9606.ENSP00000300651	9606.ENSP00000384018	0	0	0	0	0.067	0	0.500	0.640	0.817
MED1	PPARA	9606.ENSP00000300651	9606.ENSP00000385523	0	0	0	0	0	0.333	0.500	0.686	0.886
MED1	NCOA1	9606.ENSP00000300651	9606.ENSP00000385216	0	0	0	0	0.101	0	0.400	0.827	0.898
MED1	PPARGC1B	9606.ENSP00000300651	9606.ENSP00000312649	0	0	0	0	0.049	0	0.900	0.198	0.917
MED1	NCOA3	9606.ENSP00000300651	9606.ENSP00000361066	0	0	0	0	0.190	0	0.900	0.715	0.974
MED1	RXRA	9606.ENSP00000300651	9606.ENSP00000419692	0	0	0	0	0.083	0.872	0.650	0.720	0.986
NCOA1	NFKB1	9606.ENSP00000385216	9606.ENSP00000226574	0	0	0	0	0.110	0.510	0	0.538	0.781
NCOA1	PPARGC1A	9606.ENSP00000385216	9606.ENSP00000264867	0	0	0	0	0	0.292	0	0.935	0.952
NCOA1	NCOR1	9606.ENSP00000385216	9606.ENSP00000268712	0	0	0	0	0.099	0.295	0.500	0.822	0.936
NCOA1	PPARG	9606.ENSP00000385216	9606.ENSP00000287820	0	0	0	0	0	0.992	0.500	0.907	0.999
NCOA1	MED1	9606.ENSP00000385216	9606.ENSP00000300651	0	0	0	0	0.101	0	0.400	0.827	0.898
NCOA1	PPARD	9606.ENSP00000385216	9606.ENSP00000310928	0	0	0	0	0.049	0.810	0	0.398	0.882
NCOA1	RXRG	9606.ENSP00000385216	9606.ENSP00000352900	0	0	0	0	0.062	0.498	0.650	0.284	0.866
NCOA1	NCOA3	9606.ENSP00000385216	9606.ENSP00000361066	0	0	0	0.763	0.100	0.624	0.900	0.863	0.994
NCOA1	RXRB	9606.ENSP00000385216	9606.ENSP00000363817	0	0	0	0	0.062	0.562	0.650	0.274	0.881
NCOA1	NCOR2	9606.ENSP00000385216	9606.ENSP00000384018	0	0	0	0	0.060	0.046	0.500	0.773	0.884
NCOA1	NCOA2	9606.ENSP00000385216	9606.ENSP00000399968	0	0	0.090	0.810	0.182	0.735	0.900	0.902	0.997
NCOA1	PPARA	9606.ENSP00000385216	9606.ENSP00000385523	0	0	0	0	0.060	0.985	0.500	0.784	0.998
NCOA1	RXRA	9606.ENSP00000385216	9606.ENSP00000419692	0	0	0	0	0.083	0.995	0.800	0.801	0.999
NCOA2	PPARGC1A	9606.ENSP00000399968	9606.ENSP00000264867	0	0	0	0	0	0	0	0.738	0.738
NCOA2	NCOR1	9606.ENSP00000399968	9606.ENSP00000268712	0	0	0	0	0.122	0.046	0.500	0.790	0.900
NCOA2	PPARG	9606.ENSP00000399968	9606.ENSP00000287820	0	0	0	0	0	0.965	0.500	0.902	0.998
NCOA2	MED1	9606.ENSP00000399968	9606.ENSP00000300651	0	0	0	0	0.148	0	0.400	0.594	0.774
NCOA2	PPARD	9606.ENSP00000399968	9606.ENSP00000310928	0	0	0	0	0	0.608	0	0.324	0.724
NCOA2	RXRG	9606.ENSP00000399968	9606.ENSP00000352900	0	0	0	0	0.067	0.947	0.650	0.287	0.986
NCOA2	NCOA3	9606.ENSP00000399968	9606.ENSP00000361066	0	0	0.062	0.882	0.154	0.510	0.900	0.955	0.997
NCOA2	RXRB	9606.ENSP00000399968	9606.ENSP00000363817	0	0	0	0	0.064	0.797	0.650	0.355	0.951
NCOA2	NCOR2	9606.ENSP00000399968	9606.ENSP00000384018	0	0	0	0	0.056	0.046	0.500	0.759	0.877
NCOA2	NCOA1	9606.ENSP00000399968	9606.ENSP00000385216	0	0	0.090	0.810	0.182	0.735	0.900	0.902	0.997
NCOA2	PPARA	9606.ENSP00000399968	9606.ENSP00000385523	0	0	0	0	0.044	0.608	0.500	0.573	0.909
NCOA2	RXRA	9606.ENSP00000399968	9606.ENSP00000419692	0	0	0	0	0.099	0.991	0.800	0.638	0.999
NCOA3	NCOR1	9606.ENSP00000361066	9606.ENSP00000268712	0	0	0	0	0.070	0.295	0.500	0.808	0.928
NCOA3	PPARG	9606.ENSP00000361066	9606.ENSP00000287820	0	0	0	0	0	0.729	0.500	0.385	0.909
NCOA3	MED1	9606.ENSP00000361066	9606.ENSP00000300651	0	0	0	0	0.190	0	0.900	0.715	0.974
NCOA3	PPARD	9606.ENSP00000361066	9606.ENSP00000310928	0	0	0	0	0.060	0.582	0	0.307	0.704
NCOA3	RXRG	9606.ENSP00000361066	9606.ENSP00000352900	0	0	0	0	0.062	0.498	0.650	0.191	0.848
NCOA3	RXRB	9606.ENSP00000361066	9606.ENSP00000363817	0	0	0	0	0.063	0.498	0.650	0.234	0.857
NCOA3	NCOR2	9606.ENSP00000361066	9606.ENSP00000384018	0	0	0	0	0.056	0.295	0.500	0.781	0.917
NCOA3	RXRA	9606.ENSP00000361066	9606.ENSP00000419692	0	0	0	0	0.087	0.886	0.650	0.722	0.988
NCOA3	NCOA1	9606.ENSP00000361066	9606.ENSP00000385216	0	0	0	0.763	0.100	0.624	0.900	0.863	0.994
NCOA3	NCOA2	9606.ENSP00000361066	9606.ENSP00000399968	0	0	0.062	0.882	0.154	0.510	0.900	0.955	0.997
NCOR1	NFKB1	9606.ENSP00000268712	9606.ENSP00000226574	0	0	0	0	0.075	0.328	0	0.816	0.875
NCOR1	RARS1	9606.ENSP00000268712	9606.ENSP00000231572	0	0	0	0	0.054	0	0	0.941	0.942
NCOR1	PPARGC1A	9606.ENSP00000268712	9606.ENSP00000264867	0	0	0	0	0.103	0	0.500	0.548	0.779
NCOR1	RXRG	9606.ENSP00000268712	9606.ENSP00000352900	0	0	0	0	0	0.262	0.650	0.298	0.802
NCOR1	MED1	9606.ENSP00000268712	9606.ENSP00000300651	0	0	0	0	0.100	0	0.500	0.613	0.811
NCOR1	RXRB	9606.ENSP00000268712	9606.ENSP00000363817	0	0	0	0	0	0.262	0.650	0.583	0.883
NCOR1	NCOA2	9606.ENSP00000268712	9606.ENSP00000399968	0	0	0	0	0.122	0.046	0.500	0.790	0.900
NCOR1	NCOA3	9606.ENSP00000268712	9606.ENSP00000361066	0	0	0	0	0.070	0.295	0.500	0.808	0.928
NCOR1	NCOA1	9606.ENSP00000268712	9606.ENSP00000385216	0	0	0	0	0.099	0.295	0.500	0.822	0.936
NCOR1	PPARD	9606.ENSP00000268712	9606.ENSP00000310928	0	0	0	0	0	0.753	0.500	0.806	0.974
NCOR1	RXRA	9606.ENSP00000268712	9606.ENSP00000419692	0	0	0	0	0.075	0.711	0.650	0.789	0.977
NCOR1	PPARA	9606.ENSP00000268712	9606.ENSP00000385523	0	0	0	0	0.049	0.833	0.500	0.906	0.991
NCOR1	NCOR2	9606.ENSP00000268712	9606.ENSP00000384018	0	0	0	0.846	0.122	0.622	0.800	0.985	0.998
NCOR1	PPARG	9606.ENSP00000268712	9606.ENSP00000287820	0	0	0	0	0	0.984	0.500	0.986	0.999
NCOR1	HDAC1	9606.ENSP00000268712	9606.ENSP00000362649	0	0	0	0	0.081	0.435	0.800	0.996	0.999
NCOR2	NFKB1	9606.ENSP00000384018	9606.ENSP00000226574	0	0	0	0	0.053	0.266	0	0.679	0.757
NCOR2	RARS1	9606.ENSP00000384018	9606.ENSP00000231572	0	0	0	0	0.042	0	0	0.903	0.903
NCOR2	PPARGC1A	9606.ENSP00000384018	9606.ENSP00000264867	0	0	0	0	0.103	0	0.500	0.397	0.706
NCOR2	NCOR1	9606.ENSP00000384018	9606.ENSP00000268712	0	0	0	0.846	0.122	0.622	0.800	0.985	0.998
NCOR2	PPARG	9606.ENSP00000384018	9606.ENSP00000287820	0	0	0	0	0	0.984	0.500	0.920	0.999
NCOR2	MED1	9606.ENSP00000384018	9606.ENSP00000300651	0	0	0	0	0.067	0	0.500	0.640	0.817
NCOR2	PPARD	9606.ENSP00000384018	9606.ENSP00000310928	0	0	0	0	0.139	0.549	0.500	0.633	0.919
NCOR2	RXRG	9606.ENSP00000384018	9606.ENSP00000352900	0	0	0	0	0	0.356	0.500	0.227	0.729
NCOR2	NCOA3	9606.ENSP00000384018	9606.ENSP00000361066	0	0	0	0	0.056	0.295	0.500	0.781	0.917
NCOR2	HDAC1	9606.ENSP00000384018	9606.ENSP00000362649	0	0	0	0	0.049	0.701	0.800	0.995	0.999
NCOR2	RXRB	9606.ENSP00000384018	9606.ENSP00000363817	0	0	0	0	0.062	0.262	0.500	0.288	0.720
NCOR2	NCOA2	9606.ENSP00000384018	9606.ENSP00000399968	0	0	0	0	0.056	0.046	0.500	0.759	0.877
NCOR2	NCOA1	9606.ENSP00000384018	9606.ENSP00000385216	0	0	0	0	0.060	0.046	0.500	0.773	0.884
NCOR2	PPARA	9606.ENSP00000384018	9606.ENSP00000385523	0	0	0	0	0	0.970	0.500	0.778	0.996
NCOR2	RXRA	9606.ENSP00000384018	9606.ENSP00000419692	0	0	0	0	0.107	0.982	0.500	0.639	0.996
NFKB1	PPARD	9606.ENSP00000226574	9606.ENSP00000310928	0	0	0	0	0.060	0	0	0.714	0.719
NFKB1	NCOR2	9606.ENSP00000226574	9606.ENSP00000384018	0	0	0	0	0.053	0.266	0	0.679	0.757
NFKB1	PPARGC1A	9606.ENSP00000226574	9606.ENSP00000264867	0	0	0	0	0.050	0.292	0	0.686	0.770
NFKB1	NCOA1	9606.ENSP00000226574	9606.ENSP00000385216	0	0	0	0	0.110	0.510	0	0.538	0.781
NFKB1	KLF5	9606.ENSP00000226574	9606.ENSP00000366915	0	0	0	0	0.062	0.535	0	0.567	0.795
NFKB1	INS	9606.ENSP00000226574	9606.ENSP00000380432	0	0	0	0	0	0	0	0.875	0.875
NFKB1	NCOR1	9606.ENSP00000226574	9606.ENSP00000268712	0	0	0	0	0.075	0.328	0	0.816	0.875
NFKB1	PPARG	9606.ENSP00000226574	9606.ENSP00000287820	0	0	0	0	0.087	0.292	0.750	0.851	0.972
NFKB1	HDAC1	9606.ENSP00000226574	9606.ENSP00000362649	0	0	0	0	0.058	0.841	0	0.981	0.996
PDK4	PPARD	9606.ENSP00000005178	9606.ENSP00000310928	0	0	0	0	0	0	0	0.702	0.702
PDK4	CPT1B	9606.ENSP00000005178	9606.ENSP00000379011	0	0	0	0	0.100	0	0	0.707	0.725
PDK4	UCP3	9606.ENSP00000005178	9606.ENSP00000323740	0	0	0	0	0.042	0	0	0.734	0.734
PDK4	PPARA	9606.ENSP00000005178	9606.ENSP00000385523	0	0	0	0	0.049	0	0	0.738	0.740
PDK4	SLC2A4	9606.ENSP00000005178	9606.ENSP00000320935	0	0	0	0	0.057	0	0	0.749	0.753
PDK4	INS	9606.ENSP00000005178	9606.ENSP00000380432	0	0	0	0	0	0	0	0.777	0.777
PDK4	PPARGC1A	9606.ENSP00000005178	9606.ENSP00000264867	0	0	0	0	0.109	0.292	0	0.763	0.838
PPARA	PDK4	9606.ENSP00000385523	9606.ENSP00000005178	0	0	0	0	0.049	0	0	0.738	0.740
PPARA	FABP4	9606.ENSP00000385523	9606.ENSP00000256104	0	0	0	0	0.055	0.050	0	0.790	0.795
PPARA	SCARB1	9606.ENSP00000385523	9606.ENSP00000261693	0	0	0	0	0.067	0	0	0.893	0.896
PPARA	UCP1	9606.ENSP00000385523	9606.ENSP00000262999	0	0	0	0	0.067	0.081	0	0.913	0.919
PPARA	PPARGC1A	9606.ENSP00000385523	9606.ENSP00000264867	0	0	0	0	0.107	0.959	0.900	0.999	0.999
PPARA	SCARB2	9606.ENSP00000385523	9606.ENSP00000264896	0	0	0	0	0.059	0	0	0.907	0.909
PPARA	NCOR1	9606.ENSP00000385523	9606.ENSP00000268712	0	0	0	0	0.049	0.833	0.500	0.906	0.991
PPARA	FABP5	9606.ENSP00000385523	9606.ENSP00000297258	0	0	0	0	0.060	0.050	0	0.699	0.708
PPARA	MED1	9606.ENSP00000385523	9606.ENSP00000300651	0	0	0	0	0	0.333	0.500	0.686	0.886
PPARA	PPARD	9606.ENSP00000385523	9606.ENSP00000310928	0	0	0.047	0.964	0	0	0	0.887	0.887
PPARA	PPARGC1B	9606.ENSP00000385523	9606.ENSP00000312649	0	0	0	0	0.062	0.292	0	0.849	0.891
PPARA	LEP	9606.ENSP00000385523	9606.ENSP00000312652	0	0	0	0	0.055	0	0	0.836	0.839
PPARA	SLC2A4	9606.ENSP00000385523	9606.ENSP00000320935	0	0	0	0	0.084	0	0	0.733	0.745
PPARA	UCP3	9606.ENSP00000385523	9606.ENSP00000323740	0	0	0	0	0.068	0.081	0	0.709	0.729
PPARA	ACOX3	9606.ENSP00000385523	9606.ENSP00000348775	0	0	0	0	0.043	0	0	0.820	0.821
PPARA	RXRG	9606.ENSP00000385523	9606.ENSP00000352900	0	0	0	0.690	0.063	0.342	0.800	0.212	0.889
PPARA	XPR1	9606.ENSP00000385523	9606.ENSP00000356562	0	0	0	0	0	0	0	0.970	0.970
PPARA	RXRB	9606.ENSP00000385523	9606.ENSP00000363817	0	0	0	0.683	0.056	0.311	0.800	0.545	0.932
PPARA	CPT1B	9606.ENSP00000385523	9606.ENSP00000379011	0	0	0	0	0.047	0.045	0	0.721	0.724
PPARA	INS	9606.ENSP00000385523	9606.ENSP00000380432	0	0	0	0	0	0	0	0.898	0.898
PPARA	NCOR2	9606.ENSP00000385523	9606.ENSP00000384018	0	0	0	0	0	0.970	0.500	0.778	0.996
PPARA	NCOA1	9606.ENSP00000385523	9606.ENSP00000385216	0	0	0	0	0.060	0.985	0.500	0.784	0.998
PPARA	UCP2	9606.ENSP00000385523	9606.ENSP00000499695	0	0	0	0	0.067	0.081	0	0.808	0.821
PPARA	NCOA2	9606.ENSP00000385523	9606.ENSP00000399968	0	0	0	0	0.044	0.608	0.500	0.573	0.909
PPARA	CD36	9606.ENSP00000385523	9606.ENSP00000415743	0	0	0	0	0.074	0	0.500	0.905	0.952
PPARA	RXRA	9606.ENSP00000385523	9606.ENSP00000419692	0	0	0	0.689	0.084	0.840	0.900	0.986	0.999
PPARD	PDK4	9606.ENSP00000310928	9606.ENSP00000005178	0	0	0	0	0	0	0	0.702	0.702
PPARD	NFKB1	9606.ENSP00000310928	9606.ENSP00000226574	0	0	0	0	0.060	0	0	0.714	0.719
PPARD	RARS1	9606.ENSP00000310928	9606.ENSP00000231572	0	0	0	0	0	0	0	0.729	0.729
PPARD	FABP4	9606.ENSP00000310928	9606.ENSP00000256104	0	0	0	0	0	0.050	0	0.751	0.753
PPARD	SCARB1	9606.ENSP00000310928	9606.ENSP00000261693	0	0	0	0	0.049	0	0	0.761	0.763
PPARD	UCP1	9606.ENSP00000310928	9606.ENSP00000262999	0	0	0	0	0	0.051	0	0.741	0.744
PPARD	PPARGC1A	9606.ENSP00000310928	9606.ENSP00000264867	0	0	0	0	0.055	0.608	0	0.924	0.969
PPARD	SCARB2	9606.ENSP00000310928	9606.ENSP00000264896	0	0	0	0	0	0	0	0.763	0.763
PPARD	NCOR1	9606.ENSP00000310928	9606.ENSP00000268712	0	0	0	0	0	0.753	0.500	0.806	0.974
PPARD	PPARG	9606.ENSP00000310928	9606.ENSP00000287820	0	0	0.049	0.958	0	0	0	0.713	0.715
PPARD	FABP5	9606.ENSP00000310928	9606.ENSP00000297258	0	0	0	0	0.044	0.050	0.500	0.977	0.988
PPARD	MED1	9606.ENSP00000310928	9606.ENSP00000300651	0	0	0	0	0.060	0.097	0.500	0.399	0.710
PPARD	NCOA3	9606.ENSP00000310928	9606.ENSP00000361066	0	0	0	0	0.060	0.582	0	0.307	0.704
PPARD	LEP	9606.ENSP00000310928	9606.ENSP00000312652	0	0	0	0	0.055	0	0	0.707	0.711
PPARD	ACOX3	9606.ENSP00000310928	9606.ENSP00000348775	0	0	0	0	0.049	0	0	0.712	0.715
PPARD	INS	9606.ENSP00000310928	9606.ENSP00000380432	0	0	0	0	0	0	0	0.715	0.715
PPARD	KLF5	9606.ENSP00000310928	9606.ENSP00000366915	0	0	0	0	0.042	0.067	0	0.716	0.723
PPARD	NCOA2	9606.ENSP00000310928	9606.ENSP00000399968	0	0	0	0	0	0.608	0	0.324	0.724
PPARD	CRABP2	9606.ENSP00000310928	9606.ENSP00000482841	0	0	0	0	0	0.050	0	0.728	0.730
PPARD	CPT1C	9606.ENSP00000310928	9606.ENSP00000376303	0	0	0	0	0.049	0.045	0	0.733	0.737
PPARD	SLC2A4	9606.ENSP00000310928	9606.ENSP00000320935	0	0	0	0	0.057	0	0	0.735	0.739
PPARD	UCP2	9606.ENSP00000310928	9606.ENSP00000499695	0	0	0	0	0	0.051	0	0.740	0.743
PPARD	XPR1	9606.ENSP00000310928	9606.ENSP00000356562	0	0	0	0	0	0	0	0.748	0.748
PPARD	HDAC1	9606.ENSP00000310928	9606.ENSP00000362649	0	0	0	0	0	0.512	0	0.521	0.756
PPARD	CPT1B	9606.ENSP00000310928	9606.ENSP00000379011	0	0	0	0	0.047	0.045	0	0.756	0.759
PPARD	UCP3	9606.ENSP00000310928	9606.ENSP00000323740	0	0	0	0	0	0.051	0	0.768	0.771
PPARD	PPARGC1B	9606.ENSP00000310928	9606.ENSP00000312649	0	0	0	0	0.049	0	0	0.773	0.775
