"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045444","GO:0045444","fat cell differentiation","47/1472","207/15025",2.94564531864766e-08,1.17257724005881e-05,9.17801067704955e-06,"ALOX5/TRIB2/PTGS2/RUNX1T1/EP300/BMP7/KLF5/ZBTB16/HES1/ID2/RGS2/NR4A3/ARL4A/NR4A1/FFAR2/NR1D1/ZFP36/PER2/BMAL1/IL6/KLF4/PIM1/SMAD6/JDP2/TGFB1I1/DUSP10/PLAC8/TCF7L2/FOXO1/NOCT/NR4A2/ZBTB7B/ZNF385A/ZC3H12A/SMAD3/SYAP1/LRG1/CEBPB/DDIT3/MEX3C/METRNL/ZBTB7A/ZFPM1/PLCB1/ZFP36L1/LAMB3/CEBPD",47
"GO:1901652","GO:1901652","response to peptide","80/1472","441/15025",3.6081007166849e-08,1.34052968627233e-05,1.049261008417e-05,"ABCC8/FYN/CPS1/CASR/F7/PRKCZ/ROCK1/TGFBR3/CAMK2A/ATP2B1/PTGS2/EDN1/PXN/SLC9A1/ICAM1/NLRP1/SORBS1/SRSF5/NFKBIA/BMP7/RIPK2/PLAT/JAK3/RPS6KB1/COL1A1/AREG/KLF3/CDKN1B/ARHGEF2/SLC2A1/TNFAIP3/FOXO3/NR4A3/EGR1/CRY2/INHBA/NR4A1/EREG/IL1B/ID1/KLF2/JUND/SESN2/PTPRE/ANXA1/AGT/SORL1/PNPT1/SLC24A4/CACNA1A/CAPN10/PHIP/ADM/FOXO1/BCL2L11/NR4A2/BTG2/ZBTB7B/SH2B2/NKX6-1/PRKCB/NDEL1/NOD2/IRS1/SYAP1/FOS/KLF11/RELA/PTPN2/ERFE/PLCB1/SOCS3/ZFP36L1/FFAR3/IRS2/PTPN1/SRC/AGER/GNRHR2/VAMP2",80
"GO:0023061","GO:0023061","signal release","76/1472","414/15025",4.76431451503229e-08,1.65947029951718e-05,1.29890258883512e-05,"ABCC8/SYN1/GIPR/ALOX5/CASR/CAMK2A/PTGS2/STXBP2/EDN1/RPH3A/OSM/HIF1A/HNF4A/SYP/CDK16/BLOC1S6/STX1A/P2RX1/NRXN2/TCIRG1/LIN7A/OPRM1/IL1A/OTOF/KDM5B/ADRA1A/CRY2/INHBA/NR4A1/SOX4/IL1B/FFAR2/FFAR1/NR1D1/LIF/RAF1/PER2/SNAP25/BMAL1/ANXA1/STX11/AGT/IL6/MCTP2/CAPN10/ILDR1/PTGES/TCF7L2/ADM/FOXO1/RAB11FIP1/SYN2/KCNB1/CADPS/NKX6-1/TRPV6/CCDC186/PRKCB/NKX3-1/MIDN/IRS1/PRKCE/CHD7/RIMS2/KCNA2/HCAR2/BMP8A/SYN3/FFAR3/IRS2/PCLO/LRRK2/PIM3/VAMP2/RAB44/DOC2B",76
"GO:0002064","GO:0002064","epithelial cell development","43/1472","188/15025",9.07229193086981e-08,2.97411076063162e-05,2.32789955179718e-05,"PAX6/CCDC88C/ARID4A/ARID4B/ROCK1/FOSL2/B4GALT1/ICAM1/HIF1A/HNF4A/PPP1R16B/VSIG1/KLF5/MET/HOXA5/EXPH5/VEGFA/PDE4D/IL1A/PROC/ONECUT2/CXCR4/IL1B/ATF4/PALLD/RARA/BMAL1/FLNB/SHROOM3/RILPL2/HYDIN/GPAT4/NKX6-1/FRS2/RARG/SFN/MYADM/PLCB1/MAGI2/WNT7B/SRC/COL15A1/S1PR3",43
"GO:0042110","GO:0042110","T cell activation","85/1472","492/15025",1.29483883293154e-07,4.00896489773747e-05,3.1379018267066e-05,"ITGAL/FYN/SLC11A1/TRAF3IP2/CASP8/SPI1/PRKCZ/BCL3/JMJD6/SMARCD3/ICAM1/SMAD7/ELF4/RIPK2/RELB/JAK3/LFNG/VSIR/MAP3K8/ZBTB16/TCIRG1/RIPOR2/CD83/TREML2/BCL6/HES1/IL1A/IGFBP2/FOXO3/EGR1/CCR2/SOX4/RUNX2/IRF1/IL1B/TNFSF9/TNFSF14/DLL4/PHF10/CRACR2A/FCHO1/PRR7/RARA/ANXA1/IL6/LRRC32/BCL10/DUSP10/NFKBIZ/ADAM8/ADAM17/CD1D/RUNX1/TNFRSF13C/ICOSLG/ZBTB7B/IKZF3/NLRP3/ZC3H12A/CLEC4E/CLEC4D/SMAD3/NOD2/NFKBID/CTNNB1/CCDC88B/JUNB/CHD7/PTGER4/CEBPB/CLEC7A/SP3/CD7/TRAF6/PTPN2/EGR3/ZFPM1/CLEC4G/ZFP36L1/CD55/SRC/PELI1/NRARP/PNP/AGER",85
"GO:0009991","GO:0009991","response to extracellular stimulus","77/1472","432/15025",1.38662819272887e-07,4.06719943056736e-05,3.18348323028722e-05,"TBXA2R/GIPR/CPS1/FAS/CASR/F7/ATP2B1/PTGS2/WNT11/MTMR3/BMP7/SLC7A5/PRKAG2/RPS6KB1/COL1A1/SLC1A2/OPRM1/CPEB4/IL1A/IGFBP2/ELAPOR1/SLC2A1/SGIP1/FOXO3/CDKN1A/RUNX2/ZFP36/ATF4/CDKN2D/SESN2/NR1H2/RARA/CHSY1/STK26/HNRNPA1/PIM1/SORL1/GABARAPL1/TPH2/BNIP2/MAP1LC3B/MYOCD/WDR45B/PMAIP1/SIK1/BCL10/UCN2/PLIN2/SLC25A25/ADM/FOXO1/NOCT/ACSL1/NR4A2/KLF10/WIPI2/KCNB1/SHANK2/ATF3/NUAK2/ZC3H12A/RICTOR/NOD2/MN1/FOS/EIF2AK3/DDIT3/FOSL1/RNF152/MTHFR/ULK1/BMP8A/UPP1/LRRK2/AKR1C3/SRC/F5",77
"GO:0048469","GO:0048469","cell maturation","36/1472","147/15025",1.66597358099504e-07,4.64223538344268e-05,3.63357606297024e-05,"EDN1/NRCAM/DMC1/BRD1/HIF1A/REC8/HOXA5/VEGFA/HES1/FOXO3/BCL11A/PTK2B/RUNX2/EREG/KLF2/H3-3B/MTCH1/SRRM4/NR4A2/LGI4/KCNB1/GPAT4/NPR2/SPTBN4/NKX6-1/BAP1/CTNNB1/MECP2/CLEC7A/RND1/CNTNAP2/FAM20C/ZBTB7A/GLDN/LRRK2/SLFN14",36
"GO:0060284","GO:0060284","regulation of cell development","78/1472","442/15025",1.76035096741722e-07,4.67163616257914e-05,3.65658867617893e-05,"SEMA3F/ABCC8/IFRD1/PAX6/SEMA3B/SPEN/ROCK1/HES2/CDC42/LIMS2/FBLN1/CARMIL1/SMARCD3/SEMA5B/SRRT/HIF1A/BMP7/SMAD7/SLC7A5/PTPRS/NEURL1/NEDD9/OPRM1/VEGFA/HES1/IL1A/PROC/ID2/DLX2/TNR/BCL11A/CXCR4/IL1B/ID1/NR1D1/LIF/DLL4/PER2/BMAL1/BHLHE40/EPHA7/IL6/SKIL/SORL1/PARP6/NTRK3/DUSP10/NTRK2/TRIM11/NODAL/SKI/NPR2/NKX6-1/RYK/MELTF/PLXNB1/HEY1/NDEL1/CTNNB1/MECP2/CHD7/CLEC7A/TRIB1/HAP1/CLCF1/ULK1/MYADM/PLCB1/RFLNB/MAPT/SEMA4D/LRRK2/RELN/FLNA/SMURF1/OLIG2/S1PR3/PLXNA4",78
"GO:0002274","GO:0002274","myeloid leukocyte activation","46/1472","214/15025",2.31394475450341e-07,5.74296049374087e-05,4.49513694524581e-05,"FGR/KMT2E/SLC11A1/GAB2/TRAF3IP2/SBNO2/SPI1/JMJD6/STXBP2/BPI/NDRG1/RELB/ITGB8/CLNK/NR4A3/CCR2/NR1D1/ADGRE2/TICAM1/JUND/PRAM1/ANXA1/DYSF/IL6/THBS1/RABGEF1/S100A12/ZC3H12A/IL31RA/CLEC4D/CXCL8/PRKCE/TRAF6/SPHK1/JUN/BCR/MAPT/PLSCR1/CNR2/LRRK2/C5AR1/AGER/CRLF2/VAMP2/LILRA2/RAB44",46
"GO:1903530","GO:1903530","regulation of secretion by cell","84/1472","491/15025",2.37014339415109e-07,5.74296049374087e-05,4.49513694524581e-05,"FGR/ABCC8/CACNA1G/SYN1/GIPR/ALOX5/GAB2/CASR/SPI1/CAMK2A/STXBP2/EDN1/RPH3A/OSM/HIF1A/HNF4A/NTSR1/SYP/CDK16/RGCC/STX1A/SEPTIN4/P2RX1/TCIRG1/EXPH5/OPRM1/IL1A/KDM5B/ADRA1A/CRY2/CCR2/INHBA/SOX4/IL1B/FFAR2/FFAR1/NR1D1/ADGRE2/LIF/NR1H2/PER2/SNAP25/MYH10/PRAM1/BMAL1/ANXA1/AGT/IL6/MCTP2/CAPN10/ILDR1/PTGES/TCF7L2/FOXO1/ADAM8/RABGEF1/RAB11FIP1/KCNB1/CADPS/NKX6-1/TRPV6/PRKCB/AP1G1/NKX3-1/MIDN/IRS1/RAB3B/PRKCE/CHD7/GRK2/HAP1/RIMS2/KCNA2/HCAR2/BMP8A/HGS/FFAR3/IRS2/PCLO/BCR/LRRK2/PIM3/VAMP2/DOC2B",84
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","61/1472","323/15025",3.68928194426485e-07,7.90059724387539e-05,6.18396497749859e-05,"CREBBP/ARID4A/ARID4B/SPI1/NEO1/TGFBR3/UBE2D1/PXN/TF/EP300/PPM1A/HNF4A/BMP7/SMAD7/ITGB8/DDX5/UBE2D3/SUB1/HES1/SPTBN1/ONECUT2/EGR1/INHBA/RUNX2/ID1/CDKN1C/KCP/ACVR1B/USP15/SKIL/LRRC32/SORL1/THBS1/SMAD6/SINHCAF/FURIN/TGFB1I1/MYOCD/TOB1/RNF165/IL17RD/LATS2/ABTB3/ADAM17/ING1/NODAL/SKI/SPRY1/SMAD3/FOS/LRG1/CHST11/JUN/ZBTB7A/BMP8A/ZNF703/MAGI2/FAM83G/SPRED3/SRC/SMURF1",61
"GO:0050900","GO:0050900","leukocyte migration","64/1472","345/15025",3.72287459069019e-07,7.90059724387539e-05,6.18396497749859e-05,"ITGAL/FYN/ALOX5/F7/CNN2/SPI1/ROCK1/CDC42/STK10/EDN1/CXCL2/B4GALT1/ICAM1/ASB2/CCL7/NEDD9/RIPOR2/VEGFA/IL1A/PADI2/CSF3R/DUSP1/PTK2B/CCR2/CXCR4/TREM1/IL1B/TNFSF14/FFAR2/SBDS/ADGRE2/ANXA1/ITGA7/IL6/MYO1G/THBS1/CH25H/S100A8/LYST/ADAM8/ADAM17/RABGEF1/CXCL16/S100A9/S100A12/CXCL3/NOD2/CXCL8/PTGER4/OXSR1/AKIRIN1/CHST2/PLCB1/PDE4B/BCR/SELL/CNR2/FUT4/SRC/C5AR1/AGER/ZNF580/ITGA1/CCL3L3",64
"GO:0071496","GO:0071496","cellular response to external stimulus","58/1472","302/15025",3.99120813701862e-07,7.94392962414455e-05,6.21788215030269e-05,"ATP1A2/FAS/CASR/CASP8/CNN2/ATP2B1/PTGS2/WNT11/SLC9A1/MTMR3/SLC7A5/PRKAG2/COL1A1/SLC1A2/CPEB4/ELAPOR1/SLC2A1/FOXO3/TNFRSF10B/CDKN1A/IRF1/IL1B/TNFSF14/ATF4/SESN2/STK26/HNRNPA1/AGT/PIM1/GABARAPL1/MAP1LC3B/MYOCD/WDR45B/PMAIP1/SIK1/BCL10/UCN2/PLIN2/FOXO1/NR4A2/KLF10/WIPI2/KCNB1/ATF3/NUAK2/ZC3H12A/RICTOR/MN1/MAP3K2/FOS/PTGER4/EIF2AK3/FOSL1/RNF152/ULK1/UPP1/LRRK2/AKR1C3",58
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","43/1472","198/15025",4.22181921153925e-07,7.98304574858925e-05,6.24849917027659e-05,"RB1CC1/FAS/TRAF1/CASP8/ERBB3/SPI1/CYLD/ICAM1/MKNK2/RPS6KB1/KRT18/IL1A/BIRC6/ARHGEF2/TNFAIP3/FOXO3/TNFRSF10B/INHBA/G0S2/IL1B/RAF1/ACVR1B/AGT/SKIL/THBS1/BCL2A1/PMAIP1/IL19/BCL10/MCL1/PHIP/TCF7L2/ITPRIP/BCL2L11/DEDD2/ATF3/MOAP1/MAPK7/SMAD3/RELA/SRC/HTT/DDX3X",43
"GO:0060537","GO:0060537","muscle tissue development","63/1472","339/15025",4.29735102202902e-07,7.98304574858925e-05,6.24849917027659e-05,"CACNA1G/IFRD1/LUC7L/JARID2/DSG2/ERBB3/FGFR2/PITX1/TGFBR3/CDC42/EDN1/SLC9A1/EP300/ASB2/BMP7/SMAD7/EMD/KLF5/ZFAND5/NEURL1/RPS6KB1/DDX5/RIPOR2/VEGFA/ID2/MEF2D/RGS2/EGR1/ADRA1A/NR4A1/GPCPD1/DLL4/RARA/KDM6B/BMAL1/ITGA7/AGT/FLNB/ALPK3/PIM1/FLOT1/MYOCD/SIK1/BIN3/NRG1/SKI/RUNX1/BTG2/ATF3/HEY1/COPS2/FRS2/SMAD3/CTNNB1/FOS/CHD7/AKIRIN1/MSC/ZBTB18/ZFPM1/MAFF/SVIL/ALPK2",63
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","76/1472","437/15025",4.60574136048364e-07,8.27993438773397e-05,6.48088020300312e-05,"FYN/PLAUR/ALOX5/SPI1/PRKCZ/SMARCD3/BMP7/SMAD7/RGCC/NFAT5/RIPK2/JAK3/VSIR/MAP3K8/ZBTB16/RIPOR2/MDGA1/CD83/VEGFA/BCL6/HES1/IL1A/IGFBP2/TNR/FOXO3/NR4A3/CCR2/SOX4/IRF1/IL1B/TNFSF9/TNFSF14/PHF10/FCHO1/RARA/ANXA1/EPHA7/IL6/KLF4/FLOT1/LRRC32/MINK1/BCL10/DUSP10/NFKBIZ/ADAM8/NODAL/CD1D/RUNX1/TNFRSF13C/ICOSLG/ZBTB7B/NLRP3/ZC3H12A/MAPK7/NOD2/NFKBID/CCDC88B/CEBPB/RELA/CHST2/TRAF6/PTPN2/EGR3/MYADM/CLEC4G/ZNF703/IRAK1/PRKG1/CD55/FUT4/SRC/PELI1/NRARP/PNP/AGER",76
"GO:0045598","GO:0045598","regulation of fat cell differentiation","30/1472","116/15025",5.02458354754179e-07,8.48545579104557e-05,6.6417461630026e-05,"ALOX5/TRIB2/PTGS2/RUNX1T1/BMP7/KLF5/ZBTB16/HES1/ID2/NR1D1/ZFP36/BMAL1/IL6/PIM1/JDP2/TGFB1I1/DUSP10/FOXO1/NOCT/ZBTB7B/ZNF385A/ZC3H12A/SMAD3/SYAP1/CEBPB/DDIT3/MEX3C/METRNL/ZFPM1/ZFP36L1",30
"GO:0070542","GO:0070542","response to fatty acid","19/1472","55/15025",5.37663346841241e-07,8.81293479984188e-05,6.89807092665667e-05,"GIPR/CPS1/DGAT2/PTGS2/EDN1/PLAT/HES1/FOXO3/FFAR2/FFAR1/ILDR1/FOXO1/ACSL1/ZC3H12A/IRS1/PLCB1/FFAR3/AKR1C3/SRC",19
"GO:0009914","GO:0009914","hormone transport","52/1472","263/15025",6.27274056861544e-07,9.71055088580384e-05,7.60065406910596e-05,"ABCC8/GIPR/ALOX5/CASR/EDN1/OSM/HIF1A/HNF4A/CDK16/SLC7A5/STX1A/TCIRG1/KDM5B/CRY2/INHBA/SOX4/IL1B/FFAR2/FFAR1/NR1D1/LIF/RAF1/PER2/SNAP25/BMAL1/ANXA1/AGT/IL6/CAPN10/ILDR1/TCF7L2/ADM/FOXO1/RAB11FIP1/KCNB1/NKX6-1/TRPV6/CCDC186/NKX3-1/MIDN/IRS1/PRKCE/CHD7/RIMS2/HCAR2/BMP8A/FFAR3/IRS2/PCLO/PIM3/RAB44/DOC2B",52
"GO:0030595","GO:0030595","leukocyte chemotaxis","43/1472","201/15025",6.51258068287018e-07,9.80935463395554e-05,7.67798985769958e-05,"ALOX5/F7/SPI1/EDN1/CXCL2/CCL7/NEDD9/RIPOR2/VEGFA/PADI2/CSF3R/DUSP1/PTK2B/CCR2/CXCR4/TREM1/IL1B/TNFSF14/FFAR2/SBDS/ADGRE2/ANXA1/IL6/THBS1/CH25H/S100A8/LYST/ADAM8/ADAM17/CXCL16/S100A9/S100A12/CXCL3/NOD2/CXCL8/OXSR1/AKIRIN1/PDE4B/CNR2/C5AR1/ZNF580/ITGA1/CCL3L3",43
"GO:0000302","GO:0000302","response to reactive oxygen species","40/1472","183/15025",8.88019078851435e-07,0.000126895649395873,9.93239153241659e-05,"FYN/EDN1/PXN/HIF1A/BMP7/MET/PPIF/COL1A1/AREG/HYAL1/IL1A/TNFAIP3/FOXO3/NR4A3/PTK2B/KLF2/SESN2/GCH1/KDM6B/STK26/ANXA1/IL6/RHOB/PPP1R15B/MAPK7/FOS/RELA/PLK3/NET1/FOSL1/SPHK1/JUN/MAPT/LRRK2/AKR1C3/SRC/HBA1/ZNF580/HBB/HP",40
"GO:0071559","GO:0071559","response to transforming growth factor beta","48/1472","241/15025",1.34988068320562e-06,0.000170974660170566,0.0001338254916556,"CREBBP/FYN/ARID4A/ARID4B/SPI1/FGFR2/ROCK1/TGFBR3/EDN1/PXN/EP300/PPM1A/SMAD7/MXRA5/ITGB8/COL1A1/ONECUT2/ID1/CDKN1C/COL4A2/USP15/SKIL/LRRC32/THBS1/SMAD6/SINHCAF/FURIN/TGFB1I1/MYOCD/IL17RD/LATS2/ADAM17/ING1/NODAL/SKI/SPRY1/MAPK7/SMAD3/FOS/LRG1/CHST11/JUN/ZBTB7A/ZNF703/ZFP36L1/SPRED3/SRC/SMURF1",48
